position,guess,trace_num,sample,power_mW
0,4,1,4,47.9
0,4,1,5,52.46
0,4,1,6,41.84
0,4,1,7,37.4
0,4,1,8,38.12
0,4,1,9,43.57
0,4,1,10,38.3
0,4,1,11,49.21
0,4,1,12,46.18
0,4,1,13,44.62
0,4,1,14,44.2
0,4,1,15,48.77
0,4,1,16,40.95
0,4,1,17,50.17
0,4,1,18,54.23
0,4,1,19,48.35
0,4,1,20,78.01
0,4,1,21,75.19
0,4,1,22,45.37
0,4,1,23,36.53
0,4,1,24,42.59
0,4,1,25,37.94
0,4,1,26,51.55
0,4,1,27,43.7
0,4,1,28,44.41
0,4,1,29,55.38
0,4,1,30,54.34
0,4,1,31,46.11
0,4,1,32,56.06
0,4,1,33,41.46
0,4,1,34,39.5
0,4,1,35,47.78
0,4,1,36,46.9
0,4,1,37,43.97
0,4,1,38,46.4
0,4,1,39,47.31
0,4,1,40,40.1
0,4,1,41,34.47
0,4,1,42,46.21
0,4,1,43,36.53
0,4,1,44,44.67
0,4,1,45,47.85
0,4,1,46,42.24
0,4,1,47,40.9
0,4,1,48,51.1
0,4,1,49,46.62
0,4,2,0,46.1
0,4,2,1,44.87
0,4,2,2,52.7
0,4,2,3,44.12
0,4,2,4,48.57
0,4,2,5,57.46
0,4,2,6,49.1
0,4,2,7,40.5
0,4,2,8,37.02
0,4,2,9,50.93
0,4,2,10,39.24
0,4,2,11,55.44
0,4,2,12,49.66
0,4,2,13,46.82
0,4,2,14,40.33
0,4,2,15,47.41
0,4,2,16,38.17
0,4,2,17,35.19
0,4,2,18,36.07
0,4,2,19,35.74
0,4,2,20,85.1
0,4,2,21,72.19
0,4,2,22,51.96
0,4,2,23,40.23
0,4,2,24,43.34
0,4,2,25,37.19
0,4,2,26,38.47
0,4,2,27,39.04
0,4,2,28,53.75
0,4,2,29,37.39
0,4,2,30,42.39
0,4,2,31,54.3
0,4,2,32,42.75
0,4,2,33,48.96
0,4,2,34,49.49
0,4,2,35,47.37
0,4,2,36,41.95
0,4,2,37,46.18
0,4,2,38,45.84
0,4,2,39,47.53
0,4,2,40,43.36
0,4,2,41,41.42
0,4,2,42,42.82
0,4,2,43,38.73
0,4,2,44,56.39
0,4,2,45,41.54
0,4,2,46,44.24
0,4,2,47,49.72
0,4,2,48,42.85
0,4,2,49,44.38
0,4,3,0,55.48
0,4,3,1,45.46
0,4,3,2,44.44
0,4,3,3,50.37
0,4,3,4,44.64
0,4,3,5,46.08
0,4,3,6,48.34
0,4,3,7,46.53
0,4,3,8,43.71
0,4,3,9,47.98
0,4,3,10,44.23
0,4,3,11,46.91
0,4,3,12,43.97
0,4,3,13,45.35
0,4,3,14,40.99
0,4,3,15,46.96
0,4,3,16,34.53
0,4,3,17,39.96
0,4,3,18,44.47
0,4,3,19,33.03
0,4,3,20,67.49
0,4,3,21,79.72
0,4,3,22,47.42
0,4,3,23,49.47
0,4,3,24,45.07
0,4,3,25,51.13
0,4,3,26,46.81
0,4,3,27,51.75
0,4,3,28,38.09
0,4,3,29,41.92
0,4,3,30,52.08
0,4,3,31,42.94
0,4,3,32,37.56
0,4,3,33,46.35
0,4,3,34,40.36
0,4,3,35,34.25
0,4,3,36,43.84
0,4,3,37,50.94
0,4,3,38,44.75
0,4,3,39,49.62
0,4,3,40,46.99
0,4,3,41,42.27
0,4,3,42,45.79
0,4,3,43,46.86
0,4,3,44,41.06
0,4,3,45,34.98
0,4,3,46,52.88
0,4,3,47,42.4
0,4,3,48,41.92
0,4,3,49,45.39
0,4,4,0,39.97
0,4,4,1,42.44
0,4,4,2,39.59
0,4,4,3,38.28
0,4,4,4,37.89
0,4,4,5,50.93
0,4,4,6,44.68
0,4,4,7,48.88
0,4,4,8,44.28
0,4,4,9,43.91
0,4,4,10,46.8
0,4,4,11,44.48
0,4,4,12,44.05
0,4,4,13,49.03
0,4,4,14,46.14
0,4,4,15,39.06
0,4,4,16,35.41
0,4,4,17,46.16
0,4,4,18,55.48
0,4,4,19,48.76
0,4,4,20,76.53
0,4,4,21,74.44
0,4,4,22,42.46
0,4,4,23,46.91
0,4,4,24,56.8
0,4,4,25,51.04
0,4,4,26,49.46
0,4,4,27,45.81
0,4,4,28,44.05
0,4,4,29,53.16
0,4,4,30,52.2
0,4,4,31,57.24
0,4,4,32,48.77
0,4,4,33,46.87
0,4,4,34,54.56
0,4,4,35,39.43
0,4,4,36,49.32
0,4,4,37,51.09
0,4,4,38,49.04
0,4,4,39,34.06
0,4,4,40,43.55
0,4,4,41,47.58
0,4,4,42,41.05
0,4,4,43,50.39
0,4,4,44,40.82
0,4,4,45,45.9
0,4,4,46,51.94
0,4,4,47,46.72
0,4,4,48,45.57
0,4,4,49,43.44
0,4,5,0,54.93
0,4,5,1,47.6
0,4,5,2,47.79
0,4,5,3,48.58
0,4,5,4,48.98
0,4,5,5,49.88
0,4,5,6,49.36
0,4,5,7,44.24
0,4,5,8,44.94
0,4,5,9,43.54
0,4,5,10,47.47
0,4,5,11,43.51
0,4,5,12,47.75
0,4,5,13,55.19
0,4,5,14,40.34
0,4,5,15,50.51
0,4,5,16,43.3
0,4,5,17,49.42
0,4,5,18,45.77
0,4,5,19,45.5
0,4,5,20,68.97
0,4,5,21,82.62
0,4,5,22,43.17
0,4,5,23,42.07
0,4,5,24,40.96
0,4,5,25,48.1
0,4,5,26,44.22
0,4,5,27,52.65
0,4,5,28,44.02
0,4,5,29,47.17
0,4,5,30,44.17
0,4,5,31,35.91
0,4,5,32,44.18
0,4,5,33,45.21
0,4,5,34,41.17
0,4,5,35,43.79
0,4,5,36,48.06
0,4,5,37,38.97
0,4,5,38,46.41
0,4,5,39,47.24
0,4,5,40,44.69
0,4,5,41,46.65
0,4,5,42,48.12
0,4,5,43,45.12
0,4,5,44,41.09
0,4,5,45,42.52
0,4,5,46,42.5
0,4,5,47,46.06
0,4,5,48,44.59
0,4,5,49,45.25
0,4,6,0,46.98
0,4,6,1,36.45
0,4,6,2,38.66
0,4,6,3,43.78
0,4,6,4,40.46
0,4,6,5,46.58
0,4,6,6,50.72
0,4,6,7,47.13
0,4,6,8,45.48
0,4,6,9,46.55
0,4,6,10,36.96
0,4,6,11,44.78
0,4,6,12,41.81
0,4,6,13,44.54
0,4,6,14,43.22
0,4,6,15,39.26
0,4,6,16,40.42
0,4,6,17,37.51
0,4,6,18,36.27
0,4,6,19,42.55
0,4,6,20,69.79
0,4,6,21,80.44
0,4,6,22,35.25
0,4,6,23,49.65
0,4,6,24,39.66
0,4,6,25,50.89
0,4,6,26,49.33
0,4,6,27,49.73
0,4,6,28,46.95
0,4,6,29,44.51
0,4,6,30,47.89
0,4,6,31,53.25
0,4,6,32,34.53
0,4,6,33,46.45
0,4,6,34,36.98
0,4,6,35,43.93
0,4,6,36,46.22
0,4,6,37,45.53
0,4,6,38,45.52
0,4,6,39,44.87
0,4,6,40,56.03
0,4,6,41,44.33
0,4,6,42,39.45
0,4,6,43,44.51
0,4,6,44,44.38
0,4,6,45,37.98
0,4,6,46,42.06
0,4,6,47,48.57
0,4,6,48,34.19
0,4,6,49,47.19
0,4,7,0,48.91
0,4,7,1,43.77
0,4,7,2,43.56
0,4,7,3,42.11
0,4,7,4,40.33
0,4,7,5,45.28
0,4,7,6,49.87
0,4,7,7,48.49
0,4,7,8,42.59
0,4,7,9,42.74
0,4,7,10,40.17
0,4,7,11,44.97
0,4,7,12,47.68
0,4,7,13,49.86
0,4,7,14,41.63
0,4,7,15,38.72
0,4,7,16,49.62
0,4,7,17,57.8
0,4,7,18,39.32
0,4,7,19,44.57
0,4,7,20,75.26
0,4,7,21,78.84
0,4,7,22,39.24
0,4,7,23,55.94
0,4,7,24,49.09
0,4,7,25,46.51
0,4,7,26,43.22
0,4,7,27,44.67
0,4,7,28,44.44
0,4,7,29,48.51
0,4,7,30,45.1
0,4,7,31,48.17
0,4,7,32,45.55
0,4,7,33,51.47
0,4,7,34,35.71
0,4,7,35,42.77
0,4,7,36,45.43
0,4,7,37,47.45
0,4,7,38,43.62
0,4,7,39,47.03
0,4,7,40,44.99
0,4,7,41,30.63
0,4,7,42,45.18
0,4,7,43,47.2
0,4,7,44,40.38
0,4,7,45,33.09
0,4,7,46,47.37
0,4,7,47,44.19
0,4,7,48,53.52
0,4,7,49,42.28
0,4,8,0,44.81
0,4,8,1,51.81
0,4,8,2,41.8
0,4,8,3,48.13
0,4,8,4,38.86
0,4,8,5,50.74
0,4,8,6,46.19
0,4,8,7,48.77
0,4,8,8,44.27
0,4,8,9,43.86
0,4,8,10,41.35
0,4,8,11,45.65
0,4,8,12,38.75
0,4,8,13,37.28
0,4,8,14,40.95
0,4,8,15,48.71
0,4,8,16,40.91
0,4,8,17,43.79
0,4,8,18,42.93
0,4,8,19,41.55
0,4,8,20,71.52
0,4,8,21,69.48
0,4,8,22,50.89
0,4,8,23,48.47
0,4,8,24,40.19
0,4,8,25,41.95
0,4,8,26,46.2
0,4,8,27,42.36
0,4,8,28,51.57
0,4,8,29,46.38
0,4,8,30,45.6
0,4,8,31,51.74
0,4,8,32,49.74
0,4,8,33,50.88
0,4,8,34,49.26
0,4,8,35,39.68
0,4,8,36,50.58
0,4,8,37,45.01
0,4,8,38,48.68
0,4,8,39,48.96
0,4,8,40,52.66
0,4,8,41,48.24
0,4,8,42,43.0
0,4,8,43,43.6
0,4,8,44,49.84
0,4,8,45,44.48
0,4,8,46,44.27
0,4,8,47,44.41
0,4,8,48,39.06
0,4,8,49,47.75
0,4,9,0,43.03
0,4,9,1,42.3
0,4,9,2,46.34
0,4,9,3,42.87
0,4,9,4,36.97
0,4,9,5,36.53
0,4,9,6,48.57
0,4,9,7,41.31
0,4,9,8,46.25
0,4,9,9,48.11
0,4,9,10,49.73
0,4,9,11,38.51
0,4,9,12,42.0
0,4,9,13,46.67
0,4,9,14,53.83
0,4,9,15,47.27
0,4,9,16,51.57
0,4,9,17,50.59
0,4,9,18,40.2
0,4,9,19,42.16
0,4,9,20,75.39
0,4,9,21,78.72
0,4,9,22,40.02
0,4,9,23,48.91
0,4,9,24,47.08
0,4,9,25,54.48
0,4,9,26,41.6
0,4,9,27,41.13
0,4,9,28,44.86
0,4,9,29,44.24
0,4,9,30,42.72
0,4,9,31,42.09
0,4,9,32,43.98
0,4,9,33,51.64
0,4,9,34,39.5
0,4,9,35,36.93
0,4,9,36,41.82
0,4,9,37,42.96
0,4,9,38,44.11
0,4,9,39,48.99
0,4,9,40,51.21
0,4,9,41,48.91
0,4,9,42,38.96
0,4,9,43,34.48
0,4,9,44,43.58
0,4,9,45,47.41
0,4,9,46,41.06
0,4,9,47,46.53
0,4,9,48,40.72
0,4,9,49,41.37
0,4,10,0,37.07
0,4,10,1,50.72
0,4,10,2,58.91
0,4,10,3,45.79
0,4,10,4,41.46
0,4,10,5,57.63
0,4,10,6,42.53
0,4,10,7,46.2
0,4,10,8,44.17
0,4,10,9,41.34
0,4,10,10,54.08
0,4,10,11,40.49
0,4,10,12,45.28
0,4,10,13,33.86
0,4,10,14,37.86
0,4,10,15,39.68
0,4,10,16,38.25
0,4,10,17,50.61
0,4,10,18,53.03
0,4,10,19,49.57
0,4,10,20,77.89
0,4,10,21,84.86
0,4,10,22,46.14
0,4,10,23,41.74
0,4,10,24,37.8
0,4,10,25,43.49
0,4,10,26,43.9
0,4,10,27,48.28
0,4,10,28,54.18
0,4,10,29,48.3
0,4,10,30,44.63
0,4,10,31,44.87
0,4,10,32,41.18
0,4,10,33,46.03
0,4,10,34,44.86
0,4,10,35,46.02
0,4,10,36,52.35
0,4,10,37,41.6
0,4,10,38,38.82
0,4,10,39,46.29
0,4,10,40,48.8
0,4,10,41,42.53
0,4,10,42,54.45
0,4,10,43,48.02
0,4,10,44,36.05
0,4,10,45,47.67
0,4,10,46,45.27
0,4,10,47,47.91
0,4,10,48,54.48
0,4,10,49,52.2
0,4,11,0,48.49
0,4,11,1,43.98
0,4,11,2,49.23
0,4,11,3,44.46
0,4,11,4,53.91
0,4,11,5,47.65
0,4,11,6,48.01
0,4,11,7,44.23
0,4,11,8,44.73
0,4,11,9,48.01
0,4,11,10,47.94
0,4,11,11,48.07
0,4,11,12,39.04
0,4,11,13,38.21
0,4,11,14,44.03
0,4,11,15,45.27
0,4,11,16,43.93
0,4,11,17,45.49
0,4,11,18,51.26
0,4,11,19,46.52
0,4,11,20,86.94
0,4,11,21,70.78
0,4,11,22,52.43
0,4,11,23,39.4
0,4,11,24,40.1
0,4,11,25,45.45
0,4,11,26,46.48
0,4,11,27,48.33
0,4,11,28,43.36
0,4,11,29,37.67
0,4,11,30,39.56
0,4,11,31,48.43
0,4,11,32,43.83
0,4,11,33,42.1
0,4,11,34,49.53
0,4,11,35,46.01
0,4,11,36,46.43
0,4,11,37,49.06
0,4,11,38,50.07
0,4,11,39,42.74
0,4,11,40,55.42
0,4,11,41,47.48
0,4,11,42,44.6
0,4,11,43,52.24
0,4,11,44,40.73
0,4,11,45,43.95
0,4,11,46,47.78
0,4,11,47,44.33
0,4,11,48,45.48
0,4,11,49,38.99
0,4,12,0,50.1
0,4,12,1,43.92
0,4,12,2,44.17
0,4,12,3,39.71
0,4,12,4,51.76
0,4,12,5,40.03
0,4,12,6,43.75
0,4,12,7,49.11
0,4,12,8,49.44
0,4,12,9,49.83
0,4,12,10,46.04
0,4,12,11,38.08
0,4,12,12,37.19
0,4,12,13,47.22
0,4,12,14,47.69
0,4,12,15,36.55
0,4,12,16,47.51
0,4,12,17,51.44
0,4,12,18,47.78
0,4,12,19,48.68
0,4,12,20,77.01
0,4,12,21,79.47
0,4,12,22,50.62
0,4,12,23,48.02
0,4,12,24,37.24
0,4,12,25,47.33
0,4,12,26,42.35
0,4,12,27,54.03
0,4,12,28,44.39
0,4,12,29,50.85
0,4,12,30,50.21
0,4,12,31,50.39
0,4,12,32,44.08
0,4,12,33,41.93
0,4,12,34,51.18
0,4,12,35,54.55
0,4,12,36,38.48
0,4,12,37,41.15
0,4,12,38,48.47
0,4,12,39,45.98
0,4,12,40,49.08
0,4,12,41,44.74
0,4,12,42,36.56
0,4,12,43,52.25
0,4,12,44,42.44
0,4,12,45,53.52
0,4,12,46,48.82
0,4,12,47,41.97
0,4,12,48,44.28
0,4,12,49,48.11
0,4,13,0,44.68
0,4,13,1,47.98
0,4,13,2,50.45
0,4,13,3,50.27
0,4,13,4,44.12
0,4,13,5,47.36
0,4,13,6,36.9
0,4,13,7,45.15
0,4,13,8,47.95
0,4,13,9,34.86
0,4,13,10,45.24
0,4,13,11,49.65
0,4,13,12,46.29
0,4,13,13,41.47
0,4,13,14,38.19
0,4,13,15,43.49
0,4,13,16,38.44
0,4,13,17,49.46
0,4,13,18,47.85
0,4,13,19,49.84
0,4,13,20,75.27
0,4,13,21,72.8
0,4,13,22,42.13
0,4,13,23,41.42
0,4,13,24,39.94
0,4,13,25,53.98
0,4,13,26,42.67
0,4,13,27,39.31
0,4,13,28,46.73
0,4,13,29,44.46
0,4,13,30,41.92
0,4,13,31,50.11
0,4,13,32,42.46
0,4,13,33,49.36
0,4,13,34,39.15
0,4,13,35,46.8
0,4,13,36,46.4
0,4,13,37,44.82
0,4,13,38,44.87
0,4,13,39,50.13
0,4,13,40,46.73
0,4,13,41,46.82
0,4,13,42,45.55
0,4,13,43,33.75
0,4,13,44,49.08
0,4,13,45,37.28
0,4,13,46,42.04
0,4,13,47,39.08
0,4,13,48,44.07
0,4,13,49,38.47
0,4,14,0,47.5
0,4,14,1,38.0
0,4,14,2,39.74
0,4,14,3,42.0
0,4,14,4,44.21
0,4,14,5,45.03
0,4,14,6,43.39
0,4,14,7,48.02
0,4,14,8,47.28
0,4,14,9,38.5
0,4,14,10,45.53
0,4,14,11,44.51
0,4,14,12,49.7
0,4,14,13,40.45
0,4,14,14,41.62
0,4,14,15,52.65
0,4,14,16,41.29
0,4,14,17,44.45
0,4,14,18,45.49
0,4,14,19,39.89
0,4,14,20,73.1
0,4,14,21,77.89
0,4,14,22,43.31
0,4,14,23,46.63
0,4,14,24,41.79
0,4,14,25,52.55
0,4,14,26,40.15
0,4,14,27,40.12
0,4,14,28,49.48
0,4,14,29,47.26
0,4,14,30,52.31
0,4,14,31,57.33
0,4,14,32,41.98
0,4,14,33,42.11
0,4,14,34,49.25
0,4,14,35,39.85
0,4,14,36,38.38
0,4,14,37,48.83
0,4,14,38,44.58
0,4,14,39,44.84
0,4,14,40,39.68
0,4,14,41,45.21
0,4,14,42,49.7
0,4,14,43,45.07
0,4,14,44,40.8
0,4,14,45,45.35
0,4,14,46,36.74
0,4,14,47,47.34
0,4,14,48,51.44
0,4,14,49,39.44
0,4,15,0,42.14
0,4,15,1,47.4
0,4,15,2,49.04
0,4,15,3,47.4
0,4,15,4,44.86
0,4,15,5,48.02
0,4,15,6,41.11
0,4,15,7,39.87
0,4,15,8,50.8
0,4,15,9,39.07
0,4,15,10,42.51
0,4,15,11,50.18
0,4,15,12,43.14
0,4,15,13,47.29
0,4,15,14,45.5
0,4,15,15,47.22
0,4,15,16,49.09
0,4,15,17,50.9
0,4,15,18,40.72
0,4,15,19,49.34
0,4,15,20,81.18
0,4,15,21,76.92
0,4,15,22,43.27
0,4,15,23,47.11
0,4,15,24,44.11
0,4,15,25,47.85
0,4,15,26,53.48
0,4,15,27,43.54
0,4,15,28,53.74
0,4,15,29,44.41
0,4,15,30,47.28
0,4,15,31,45.22
0,4,15,32,46.31
0,4,15,33,49.05
0,4,15,34,43.94
0,4,15,35,42.35
0,4,15,36,42.58
0,4,15,37,38.67
0,4,15,38,41.56
0,4,15,39,36.71
0,4,15,40,53.14
0,4,15,41,53.93
0,4,15,42,47.83
0,4,15,43,43.31
0,4,15,44,44.8
0,4,15,45,45.92
0,4,15,46,44.91
0,4,15,47,45.73
0,4,15,48,47.79
0,4,15,49,52.19
0,4,16,0,33.8
0,4,16,1,51.37
0,4,16,2,41.09
0,4,16,3,40.61
0,4,16,4,55.51
0,4,16,5,44.34
0,4,16,6,48.2
0,4,16,7,49.76
0,4,16,8,32.86
0,4,16,9,46.0
0,4,16,10,48.9
0,4,16,11,47.29
0,4,16,12,42.57
0,4,16,13,47.22
0,4,16,14,43.66
0,4,16,15,47.68
0,4,16,16,46.66
0,4,16,17,53.83
0,4,16,18,40.44
0,4,16,19,43.63
0,4,16,20,64.53
0,4,16,21,73.93
0,4,16,22,45.78
0,4,16,23,46.86
0,4,16,24,42.31
0,4,16,25,46.0
0,4,16,26,44.31
0,4,16,27,45.85
0,4,16,28,48.56
0,4,16,29,55.75
0,4,16,30,47.45
0,4,16,31,44.5
0,4,16,32,50.25
0,4,16,33,43.1
0,4,16,34,44.19
0,4,16,35,39.16
0,4,16,36,55.88
0,4,16,37,44.69
0,4,16,38,35.5
0,4,16,39,47.67
0,4,16,40,44.86
0,4,16,41,46.63
0,4,16,42,50.82
0,4,16,43,47.37
0,4,16,44,46.45
0,4,16,45,43.27
0,4,16,46,46.63
0,4,16,47,43.66
0,4,16,48,41.97
0,4,16,49,47.54
0,4,17,0,59.62
0,4,17,1,43.15
0,4,17,2,41.45
0,4,17,3,53.0
0,4,17,4,48.34
0,4,17,5,41.42
0,4,17,6,51.64
0,4,17,7,48.17
0,4,17,8,47.03
0,4,17,9,39.6
0,4,17,10,42.13
0,4,17,11,36.66
0,4,17,12,46.07
0,4,17,13,46.22
0,4,17,14,50.56
0,4,17,15,51.12
0,4,17,16,37.32
0,4,17,17,47.87
0,4,17,18,40.98
0,4,17,19,45.65
0,4,17,20,72.67
0,4,17,21,78.45
0,4,17,22,41.32
0,4,17,23,43.78
0,4,17,24,46.63
0,4,17,25,48.57
0,4,17,26,45.1
0,4,17,27,35.02
0,4,17,28,45.42
0,4,17,29,36.03
0,4,17,30,45.09
0,4,17,31,47.09
0,4,17,32,55.77
0,4,17,33,43.92
0,4,17,34,50.08
0,4,17,35,41.92
0,4,17,36,46.23
0,4,17,37,41.61
0,4,17,38,41.57
0,4,17,39,47.47
0,4,17,40,49.87
0,4,17,41,42.64
0,4,17,42,47.52
0,4,17,43,43.81
0,4,17,44,39.99
0,4,17,45,46.51
0,4,17,46,41.83
0,4,17,47,44.21
0,4,17,48,45.58
0,4,17,49,48.12
0,4,18,0,48.78
0,4,18,1,53.76
0,4,18,2,50.98
0,4,18,3,48.66
0,4,18,4,46.04
0,4,18,5,49.37
0,4,18,6,48.94
0,4,18,7,47.66
0,4,18,8,43.28
0,4,18,9,36.51
0,4,18,10,43.97
0,4,18,11,42.13
0,4,18,12,39.96
0,4,18,13,39.02
0,4,18,14,47.95
0,4,18,15,41.89
0,4,18,16,54.29
0,4,18,17,42.96
0,4,18,18,42.16
0,4,18,19,39.78
0,4,18,20,76.19
0,4,18,21,69.33
0,4,18,22,39.35
0,4,18,23,42.4
0,4,18,24,40.7
0,4,18,25,45.72
0,4,18,26,45.25
0,4,18,27,38.44
0,4,18,28,44.11
0,4,18,29,41.54
0,4,18,30,48.41
0,4,18,31,44.12
0,4,18,32,39.29
0,4,18,33,50.9
0,4,18,34,47.44
0,4,18,35,36.74
0,4,18,36,49.46
0,4,18,37,49.09
0,4,18,38,45.83
0,4,18,39,48.31
0,4,18,40,35.9
0,4,18,41,41.77
0,4,18,42,44.49
0,4,18,43,43.6
0,4,18,44,45.87
0,4,18,45,49.08
0,4,18,46,56.76
0,4,18,47,50.19
0,4,18,48,44.08
0,4,18,49,49.21
0,4,19,0,50.48
0,4,19,1,37.69
0,4,19,2,47.0
0,4,19,3,31.08
0,4,19,4,41.51
0,4,19,5,46.11
0,4,19,6,45.45
0,4,19,7,38.66
0,4,19,8,43.43
0,4,19,9,46.55
0,4,19,10,41.21
0,4,19,11,42.0
0,4,19,12,44.67
0,4,19,13,48.39
0,4,19,14,47.2
0,4,19,15,35.64
0,4,19,16,52.32
0,4,19,17,43.97
0,4,19,18,51.67
0,4,19,19,39.76
0,4,19,20,74.78
0,4,19,21,81.33
0,4,19,22,46.05
0,4,19,23,47.41
0,4,19,24,43.14
0,4,19,25,38.79
0,4,19,26,43.05
0,4,19,27,54.33
0,4,19,28,46.25
0,4,19,29,48.74
0,4,19,30,45.74
0,4,19,31,35.75
0,4,19,32,48.71
0,4,19,33,48.81
0,4,19,34,42.29
0,4,19,35,40.47
0,4,19,36,51.51
0,4,19,37,38.46
0,4,19,38,34.47
0,4,19,39,51.15
0,4,19,40,43.18
0,4,19,41,45.69
0,4,19,42,44.62
0,4,19,43,47.71
0,4,19,44,41.76
0,4,19,45,39.69
0,4,19,46,45.51
0,4,19,47,46.58
0,4,19,48,51.43
0,4,19,49,48.83
0,5,0,0,44.06
0,5,0,1,40.52
0,5,0,2,47.28
0,5,0,3,51.72
0,5,0,4,52.26
0,5,0,5,43.27
0,5,0,6,40.51
0,5,0,7,49.32
0,5,0,8,48.18
0,5,0,9,51.86
0,5,0,10,49.74
0,5,0,11,42.51
0,5,0,12,47.34
0,5,0,13,49.19
0,5,0,14,46.75
0,5,0,15,41.84
0,5,0,16,42.34
0,5,0,17,50.86
0,5,0,18,40.78
0,5,0,19,35.58
0,5,0,20,75.35
0,5,0,21,76.37
0,5,0,22,46.73
0,5,0,23,37.36
0,5,0,24,48.93
0,5,0,25,42.37
0,5,0,26,40.79
0,5,0,27,44.27
0,5,0,28,50.77
0,5,0,29,39.04
0,5,0,30,36.8
0,5,0,31,41.93
0,5,0,32,41.0
0,5,0,33,51.06
0,5,0,34,37.2
0,5,0,35,46.44
0,5,0,36,46.25
0,5,0,37,46.2
0,5,0,38,37.75
0,5,0,39,46.12
0,5,0,40,41.02
0,5,0,41,44.8
0,5,0,42,45.91
0,5,0,43,43.69
0,5,0,44,42.01
0,5,0,45,42.32
0,5,0,46,49.54
0,5,0,47,42.67
0,5,0,48,45.92
0,5,0,49,50.2
0,5,1,0,50.29
0,5,1,1,49.48
0,5,1,2,50.52
0,5,1,3,55.96
0,5,1,4,43.72
0,5,1,5,45.93
0,5,1,6,46.68
0,5,1,7,44.08
0,5,1,8,38.39
0,5,1,9,45.14
0,5,1,10,46.97
0,5,1,11,49.6
0,5,1,12,40.4
0,5,1,13,41.35
0,5,1,14,52.31
0,5,1,15,39.95
0,5,1,16,51.98
0,5,1,17,42.75
0,5,1,18,44.09
0,5,1,19,48.59
0,5,1,20,75.88
0,5,1,21,70.02
0,5,1,22,47.93
0,5,1,23,44.12
0,5,1,24,49.12
0,5,1,25,48.66
0,5,1,26,38.38
0,5,1,27,40.41
0,5,1,28,43.53
0,5,1,29,44.83
0,5,1,30,41.36
0,5,1,31,35.92
0,5,1,32,46.71
0,5,1,33,48.43
0,5,1,34,54.09
0,5,1,35,46.92
0,5,1,36,42.01
0,5,1,37,35.51
0,5,1,38,57.31
0,5,1,39,55.9
0,5,1,40,44.22
0,5,1,41,47.99
0,5,1,42,50.9
0,5,1,43,44.88
0,5,1,44,46.92
0,5,1,45,42.43
0,5,1,46,41.8
0,5,1,47,48.47
0,5,1,48,49.83
0,5,1,49,50.27
0,5,2,0,38.39
0,5,2,1,39.41
0,5,2,2,48.69
0,5,2,3,44.09
0,5,2,4,40.57
0,5,2,5,45.85
0,5,2,6,46.15
0,5,2,7,57.81
0,5,2,8,44.41
0,5,2,9,45.91
0,5,2,10,55.4
0,5,2,11,40.05
0,5,2,12,49.28
0,5,2,13,48.15
0,5,2,14,45.88
0,5,2,15,42.24
0,5,2,16,37.5
0,5,2,17,49.28
0,5,2,18,45.12
0,5,2,19,46.6
0,5,2,20,76.29
0,5,2,21,71.11
0,5,2,22,47.04
0,5,2,23,50.96
0,5,2,24,53.26
0,5,2,25,44.89
0,5,2,26,46.59
0,5,2,27,37.64
0,5,2,28,46.8
0,5,2,29,47.01
0,5,2,30,42.29
0,5,2,31,41.72
0,5,2,32,41.05
0,5,2,33,37.15
0,5,2,34,48.25
0,5,2,35,47.36
0,5,2,36,37.46
0,5,2,37,49.23
0,5,2,38,33.47
0,5,2,39,37.5
0,5,2,40,45.9
0,5,2,41,43.17
0,5,2,42,45.95
0,5,2,43,49.41
0,5,2,44,45.73
0,5,2,45,44.33
0,5,2,46,44.24
0,5,2,47,48.34
0,5,2,48,49.78
0,5,2,49,42.38
0,5,3,0,46.6
0,5,3,1,43.62
0,5,3,2,46.58
0,5,3,3,43.6
0,5,3,4,44.35
0,5,3,5,39.91
0,5,3,6,47.63
0,5,3,7,43.46
0,5,3,8,47.0
0,5,3,9,48.92
0,5,3,10,37.57
0,5,3,11,51.85
0,5,3,12,47.97
0,5,3,13,47.98
0,5,3,14,43.04
0,5,3,15,48.22
0,5,3,16,43.81
0,5,3,17,41.64
0,5,3,18,51.82
0,5,3,19,51.37
0,5,3,20,80.14
0,5,3,21,68.46
0,5,3,22,48.38
0,5,3,23,47.21
0,5,3,24,45.96
0,5,3,25,40.05
0,5,3,26,50.41
0,5,3,27,46.91
0,5,3,28,50.87
0,5,3,29,49.71
0,5,3,30,51.18
0,5,3,31,46.31
0,5,3,32,49.15
0,5,3,33,47.37
0,5,3,34,47.75
0,5,3,35,45.96
0,5,3,36,50.44
0,5,3,37,48.89
0,5,3,38,38.13
0,5,3,39,41.32
0,5,3,40,46.08
0,5,3,41,51.49
0,5,3,42,48.33
0,5,3,43,38.39
0,5,3,44,45.81
0,5,3,45,47.33
0,5,3,46,48.46
0,5,3,47,43.67
0,5,3,48,44.3
0,5,3,49,45.72
0,5,4,0,46.36
0,5,4,1,50.56
0,5,4,2,49.28
0,5,4,3,47.6
0,5,4,4,47.26
0,5,4,5,43.06
0,5,4,6,40.42
0,5,4,7,49.51
0,5,4,8,46.11
0,5,4,9,54.4
0,5,4,10,45.0
0,5,4,11,51.27
0,5,4,12,46.06
0,5,4,13,41.96
0,5,4,14,44.05
0,5,4,15,38.74
0,5,4,16,51.01
0,5,4,17,50.65
0,5,4,18,37.84
