x-axis,SDA1,SCL1
-82.03960E-06,+3.96197608113E+00,+3.95072346926E+00
-81.99460E-06,+3.96197608113E+00,+3.95072346926E+00
-81.94960E-06,+3.96197608113E+00,+3.95072346926E+00
-81.90460E-06,+3.96197608113E+00,+3.98220283071E+00
-81.85960E-06,+3.93186489961E+00,+3.99321344612E+00
-81.81460E-06,+3.89122231305E+00,+3.95072346926E+00
-81.76960E-06,+3.92133447049E+00,+3.95072346926E+00
-81.72460E-06,+3.96197608113E+00,+3.98220487127E+00
-81.67960E-06,+3.93186294777E+00,+3.99321140556E+00
-81.63460E-06,+3.92133593437E+00,+3.95072346926E+00
-81.58960E-06,+3.93186197185E+00,+3.95072346926E+00
-81.54460E-06,+3.92133691029E+00,+3.95072346926E+00
-81.49960E-06,+3.96197608113E+00,+3.95072346926E+00
-81.45460E-06,+3.96197608113E+00,+3.91923900640E+00
-81.40960E-06,+3.96197608113E+00,+3.90823859380E+00
-81.36460E-06,+3.96197608113E+00,+3.95072346926E+00
-81.31960E-06,+3.96197608113E+00,+3.91923747598E+00
-81.27459E-06,+3.96197608113E+00,+3.90824012422E+00
-81.22959E-06,+3.99209409410E+00,+3.91923645570E+00
-81.18459E-06,+4.00261134829E+00,+3.87675362080E+00
-81.13959E-06,+3.93185709225E+00,+3.90824165464E+00
-81.09459E-06,+3.95146126674E+00,+3.98221201323E+00
-81.04959E-06,+4.00260988441E+00,+3.99320426360E+00
-81.00459E-06,+3.96197608113E+00,+3.91923390500E+00
-80.95959E-06,+3.96197608113E+00,+3.84526354641E+00
-80.91459E-06,+3.96197608113E+00,+3.86576494142E+00
-80.86959E-06,+3.96197608113E+00,+3.95072346926E+00
-80.82459E-06,+3.96197608113E+00,+3.91923186444E+00
-80.77959E-06,+3.93185318856E+00,+3.93973785072E+00
-80.73459E-06,+3.92134569358E+00,+3.99320069261E+00
-80.68959E-06,+3.96197608113E+00,+3.91923033402E+00
-80.64459E-06,+3.93185172468E+00,+3.93974091156E+00
-80.59959E-06,+3.92134715746E+00,+4.02469331771E+00
-80.55459E-06,+3.96197608113E+00,+3.96170398639E+00
-80.50959E-06,+3.96197608113E+00,+3.90824879660E+00
-80.46459E-06,+3.93184977284E+00,+3.91922778332E+00
-80.41959E-06,+3.92134910930E+00,+3.90824981689E+00
-80.37459E-06,+3.96197608113E+00,+3.95072346926E+00
-80.32959E-06,+3.93184830896E+00,+3.91922625289E+00
-80.28459E-06,+3.89122231305E+00,+3.90825134731E+00
-80.23959E-06,+3.89122231305E+00,+3.91922523261E+00
-80.19459E-06,+3.92135154910E+00,+3.90825236759E+00
-80.14959E-06,+3.96197608113E+00,+3.95072346926E+00
-80.10459E-06,+3.93184586916E+00,+3.91922370219E+00
-80.05959E-06,+3.89122231305E+00,+3.87675362080E+00
-80.01459E-06,+3.92135350094E+00,+3.90825440815E+00
-79.96959E-06,+3.96197608113E+00,+3.91922217177E+00
-79.92459E-06,+3.96197608113E+00,+3.87675362080E+00
-79.87959E-06,+3.93184342936E+00,+3.90825593857E+00
-79.83459E-06,+3.92135545278E+00,+3.95072346926E+00
-79.78958E-06,+3.93184245344E+00,+3.95072346926E+00
-79.74458E-06,+3.92135642870E+00,+3.95072346926E+00
-79.69958E-06,+3.93184147751E+00,+3.91921911093E+00
-79.65458E-06,+3.92135740463E+00,+3.90825848927E+00
-79.60958E-06,+3.96197608113E+00,+3.95072346926E+00
-79.56458E-06,+3.96197608113E+00,+3.91921758051E+00
-79.51958E-06,+3.93183952567E+00,+3.90826001969E+00
-79.47458E-06,+3.92135935647E+00,+3.95072346926E+00
-79.42958E-06,+3.96197608113E+00,+3.95072346926E+00
-79.38458E-06,+3.96197608113E+00,+3.95072346926E+00
-79.33958E-06,+3.96197608113E+00,+3.95072346926E+00
-79.29458E-06,+3.96197608113E+00,+3.91921451967E+00
-79.24958E-06,+3.93183659791E+00,+3.90826308054E+00
-79.20458E-06,+3.92136228423E+00,+3.95072346926E+00
-79.15958E-06,+3.93183562199E+00,+3.95072346926E+00
-79.11458E-06,+3.95150420725E+00,+3.95072346926E+00
-79.06958E-06,+4.00258841416E+00,+3.95072346926E+00
-79.02458E-06,+3.96197608113E+00,+3.95072346926E+00
-78.97958E-06,+3.96197608113E+00,+3.95072346926E+00
-78.93458E-06,+3.96197608113E+00,+3.91921043854E+00
-78.88958E-06,+3.96197608113E+00,+3.90826716166E+00
-78.84458E-06,+3.96197608113E+00,+3.95072346926E+00
-78.79958E-06,+3.96197608113E+00,+3.91920890812E+00
-78.75458E-06,+3.93183123035E+00,+3.90826869208E+00
-78.70958E-06,+3.92136765179E+00,+3.91920788784E+00
-78.66458E-06,+3.96197608113E+00,+3.90826971236E+00
-78.61958E-06,+3.96197608113E+00,+3.98224007096E+00
-78.57458E-06,+3.96197608113E+00,+3.99317620587E+00
-78.52958E-06,+3.96197608113E+00,+3.95072346926E+00
-78.48458E-06,+3.96197608113E+00,+3.95072346926E+00
-78.43958E-06,+3.96197608113E+00,+3.95072346926E+00
-78.39458E-06,+3.93182732666E+00,+3.95072346926E+00
-78.34957E-06,+3.89122231305E+00,+3.95072346926E+00
-78.30457E-06,+3.92137204344E+00,+3.95072346926E+00
-78.25957E-06,+3.96197608113E+00,+3.95072346926E+00
-78.21457E-06,+3.96197608113E+00,+3.91920227630E+00
-78.16957E-06,+3.93182488686E+00,+3.90827532391E+00
-78.12457E-06,+3.92137399528E+00,+3.95072346926E+00
-78.07957E-06,+3.96197608113E+00,+3.95072346926E+00
-78.03457E-06,+3.99212873929E+00,+3.95072346926E+00
-77.98957E-06,+3.97242355699E+00,+3.95072346926E+00
-77.94457E-06,+3.92137594712E+00,+3.91919921545E+00
-77.89957E-06,+3.93182195910E+00,+3.90827838475E+00
-77.85457E-06,+3.89122231305E+00,+3.95072346926E+00
-77.80957E-06,+3.89122231305E+00,+3.95072346926E+00
-77.76457E-06,+3.95153348488E+00,+3.98224976362E+00
-77.71957E-06,+4.00257377534E+00,+3.99316651321E+00
-77.67457E-06,+3.96197608113E+00,+3.95072346926E+00
-77.62957E-06,+3.96197608113E+00,+3.98225129404E+00
-77.58457E-06,+3.96197608113E+00,+3.96163664786E+00
-77.53957E-06,+3.96197608113E+00,+3.90828246587E+00
-77.49457E-06,+3.96197608113E+00,+3.95072346926E+00
-77.44957E-06,+3.96197608113E+00,+3.95072346926E+00
-77.40457E-06,+3.96197608113E+00,+3.95072346926E+00
-77.35957E-06,+3.93181610357E+00,+3.98225435489E+00
-77.31457E-06,+3.92138277857E+00,+4.02469331771E+00
-77.26957E-06,+3.96197608113E+00,+3.96162950589E+00
-77.22457E-06,+3.93181463969E+00,+3.87675362080E+00
-77.17957E-06,+3.92138424245E+00,+3.87675362080E+00
-77.13457E-06,+3.96197608113E+00,+3.87675362080E+00
-77.08957E-06,+4.02230189177E+00,+3.90828756728E+00
-77.04457E-06,+4.01299343746E+00,+3.95072346926E+00
-76.99957E-06,+3.92138619429E+00,+3.95072346926E+00
-76.95457E-06,+3.99214045033E+00,+3.95072346926E+00
-76.90956E-06,+4.00256499206E+00,+3.91918748222E+00
-76.86456E-06,+3.96197608113E+00,+3.87675362080E+00
-76.81956E-06,+3.96197608113E+00,+3.87675362080E+00
-76.77456E-06,+3.96197608113E+00,+3.87675362080E+00
-76.72956E-06,+3.96197608113E+00,+3.90829164840E+00
-76.68456E-06,+3.96197608113E+00,+3.91918493152E+00
-76.63956E-06,+3.96197608113E+00,+3.90829266868E+00
-76.59456E-06,+3.93180780825E+00,+3.95072346926E+00
-76.54956E-06,+3.92139107389E+00,+3.95072346926E+00
-76.50456E-06,+3.93180683233E+00,+3.91918289096E+00
-76.45956E-06,+3.92139204981E+00,+3.90829470924E+00
-76.41456E-06,+3.96197608113E+00,+3.95072346926E+00
-76.36956E-06,+3.96197608113E+00,+3.95072346926E+00
-76.32456E-06,+3.99214728178E+00,+3.95072346926E+00
-76.27956E-06,+4.00255816061E+00,+3.98226659826E+00
-76.23456E-06,+3.93180390456E+00,+3.99314967857E+00
-76.18956E-06,+3.92139497757E+00,+3.95072346926E+00
-76.14456E-06,+3.96197608113E+00,+3.95072346926E+00
-76.09956E-06,+3.96197608113E+00,+3.95072346926E+00
-76.05456E-06,+3.96197608113E+00,+3.95072346926E+00
-76.00956E-06,+3.99215069750E+00,+3.91917727942E+00
-75.96456E-06,+4.00255474489E+00,+3.90830032079E+00
-75.91956E-06,+3.96197608113E+00,+3.95072346926E+00
-75.87456E-06,+3.96197608113E+00,+3.91917574900E+00
-75.82956E-06,+3.96197608113E+00,+3.90830185121E+00
-75.78456E-06,+3.96197608113E+00,+3.98227220980E+00
-75.73956E-06,+3.93179853700E+00,+3.99314406703E+00
-75.69456E-06,+3.92140034514E+00,+3.95072346926E+00
-75.64956E-06,+3.93179756108E+00,+3.91917319829E+00
-75.60456E-06,+3.92140132106E+00,+3.90830440191E+00
-75.55956E-06,+3.96197608113E+00,+3.91917217801E+00
-75.51456E-06,+3.93179609720E+00,+3.93985722357E+00
-75.46955E-06,+3.92140278494E+00,+3.96158869466E+00
-75.42455E-06,+3.96197608113E+00,+3.90830644247E+00
-75.37955E-06,+3.96197608113E+00,+3.95072346926E+00
-75.33455E-06,+3.96197608113E+00,+3.95072346926E+00
-75.28955E-06,+3.93179365740E+00,+3.95072346926E+00
-75.24455E-06,+3.92140522474E+00,+3.95072346926E+00
-75.19955E-06,+3.96197608113E+00,+3.91916809689E+00
-75.15455E-06,+3.96197608113E+00,+3.87675362080E+00
-75.10955E-06,+3.93179170556E+00,+3.90831001345E+00
-75.06455E-06,+3.95159204012E+00,+3.91916656647E+00
-75.01955E-06,+4.00254449772E+00,+3.90831103373E+00
-74.97455E-06,+3.96197608113E+00,+3.95072346926E+00
-74.92955E-06,+3.99216240855E+00,+3.98228190247E+00
-74.88455E-06,+4.00254303384E+00,+3.99313437436E+00
-74.83955E-06,+3.93178877779E+00,+3.95072346926E+00
-74.79455E-06,+3.92141010435E+00,+3.95072346926E+00
-74.74955E-06,+3.96197608113E+00,+3.95072346926E+00
-74.70455E-06,+3.96197608113E+00,+3.91916248534E+00
-74.65955E-06,+3.93178682595E+00,+3.87675362080E+00
-74.61455E-06,+3.92141205619E+00,+3.90831562500E+00
-74.56955E-06,+3.96197608113E+00,+3.95072346926E+00
-74.52455E-06,+3.96197608113E+00,+3.95072346926E+00
-74.47955E-06,+3.96197608113E+00,+3.95072346926E+00
-74.43455E-06,+3.96197608113E+00,+3.95072346926E+00
-74.38955E-06,+3.96197608113E+00,+3.95072346926E+00
-74.34455E-06,+3.96197608113E+00,+3.91915840422E+00
-74.29955E-06,+3.96197608113E+00,+3.90831919598E+00
-74.25455E-06,+3.96197608113E+00,+3.98228955457E+00
-74.20955E-06,+3.96197608113E+00,+3.99312672225E+00
-74.16455E-06,+3.93178145839E+00,+3.98229057486E+00
-74.11955E-06,+3.92141742375E+00,+3.99312570197E+00
-74.07455E-06,+3.96197608113E+00,+3.95072346926E+00
-74.02955E-06,+3.96197608113E+00,+3.91915483324E+00
-73.98454E-06,+3.96197608113E+00,+3.90832276696E+00
-73.93954E-06,+3.93177901859E+00,+3.91915381296E+00
-73.89454E-06,+3.92141986355E+00,+3.90832378724E+00
-73.84954E-06,+3.96197608113E+00,+3.95072346926E+00
-73.80454E-06,+3.96197608113E+00,+3.91915228254E+00
-73.75954E-06,+3.96197608113E+00,+3.90832531766E+00
-73.71454E-06,+3.99217558348E+00,+3.95072346926E+00
-73.66954E-06,+4.00252985891E+00,+3.95072346926E+00
-73.62454E-06,+3.96197608113E+00,+3.95072346926E+00
-73.57954E-06,+3.93177511490E+00,+3.95072346926E+00
-73.53454E-06,+3.92142376724E+00,+3.95072346926E+00
-73.48954E-06,+3.99217802328E+00,+3.95072346926E+00
-73.44454E-06,+4.00252741911E+00,+3.95072346926E+00
-73.39954E-06,+3.93177316306E+00,+3.95072346926E+00
-73.35454E-06,+3.92142571908E+00,+3.91914718113E+00
-73.30954E-06,+3.96197608113E+00,+3.93990721733E+00
-73.26454E-06,+3.99218046309E+00,+3.96153870090E+00
-73.21954E-06,+3.97232010939E+00,+3.90833143935E+00
-73.17454E-06,+3.95163302879E+00,+3.98230179794E+00
-73.12954E-06,+4.00252400338E+00,+3.99311447888E+00
-73.08454E-06,+3.96197608113E+00,+3.95072346926E+00
-73.03954E-06,+3.99218290289E+00,+3.95072346926E+00
-72.99454E-06,+3.97231522979E+00,+3.91914310001E+00
-72.94954E-06,+3.89122231305E+00,+3.90833450019E+00
-72.90454E-06,+3.89122231305E+00,+3.91914207973E+00
-72.85954E-06,+3.92143108664E+00,+3.90833552047E+00
-72.81454E-06,+3.96197608113E+00,+3.98230587907E+00
-72.76954E-06,+3.99218583065E+00,+3.99311039776E+00
-72.72454E-06,+4.00251961174E+00,+3.91914003917E+00
-72.67954E-06,+3.96197608113E+00,+3.87675362080E+00
-72.63454E-06,+3.93176486773E+00,+3.90833807117E+00
-72.58954E-06,+3.92143401441E+00,+3.95072346926E+00
-72.54453E-06,+3.96197608113E+00,+3.91913799861E+00
-72.49953E-06,+3.99218875841E+00,+3.90833960160E+00
-72.45453E-06,+4.00251668398E+00,+3.95072346926E+00
-72.40953E-06,+3.99218973433E+00,+3.95072346926E+00
-72.36453E-06,+3.97230156690E+00,+3.91913595804E+00
-72.31953E-06,+3.92143694217E+00,+3.93992966351E+00
-72.27453E-06,+3.96197608113E+00,+3.99310478622E+00
-72.22953E-06,+3.96197608113E+00,+3.95072346926E+00
-72.18453E-06,+3.96197608113E+00,+3.95072346926E+00
-72.13953E-06,+3.96197608113E+00,+3.91913340734E+00
-72.09453E-06,+3.96197608113E+00,+3.90834419286E+00
-72.04953E-06,+3.96197608113E+00,+3.91913238706E+00
-72.00453E-06,+3.96197608113E+00,+3.90834521314E+00
-71.95953E-06,+3.96197608113E+00,+3.98231557173E+00
-71.91453E-06,+3.93175706037E+00,+3.99310070509E+00
-71.86953E-06,+3.92144182177E+00,+3.98231659202E+00
-71.82453E-06,+3.96197608113E+00,+3.99309968481E+00
-71.77953E-06,+3.96197608113E+00,+3.95072346926E+00
-71.73453E-06,+3.96197608113E+00,+3.95072346926E+00
-71.68953E-06,+3.93175462057E+00,+3.95072346926E+00
-71.64453E-06,+3.92144426157E+00,+3.95072346926E+00
-71.59953E-06,+3.93175364465E+00,+3.95072346926E+00
-71.55453E-06,+3.92144523749E+00,+3.95072346926E+00
-71.50953E-06,+3.96197608113E+00,+3.95072346926E+00
-71.46453E-06,+3.96197608113E+00,+3.95072346926E+00
-71.41953E-06,+3.96197608113E+00,+3.95072346926E+00
-71.37453E-06,+3.99220095742E+00,+3.95072346926E+00
-71.32953E-06,+4.00250448497E+00,+3.95072346926E+00
-71.28453E-06,+3.93175022892E+00,+3.95072346926E+00
-71.23953E-06,+3.92144865322E+00,+3.95072346926E+00
-71.19453E-06,+3.96197608113E+00,+3.95072346926E+00
-71.14953E-06,+3.96197608113E+00,+3.91912218425E+00
-71.10452E-06,+3.96197608113E+00,+3.93995721109E+00
-71.05952E-06,+3.96197608113E+00,+3.96148870714E+00
-71.01452E-06,+3.96197608113E+00,+3.90835643623E+00
-70.96952E-06,+3.96197608113E+00,+3.95072346926E+00
-70.92452E-06,+3.96197608113E+00,+3.91911963355E+00
-70.87952E-06,+3.93174583728E+00,+3.90835796665E+00
-70.83452E-06,+3.95168377667E+00,+3.91911861327E+00
-70.78952E-06,+4.06296106899E+00,+3.90835898693E+00
-70.74452E-06,+4.04302020184E+00,+3.91911759299E+00
-70.69952E-06,+3.93174388544E+00,+3.87675362080E+00
-70.65452E-06,+3.92145499670E+00,+3.87675362080E+00
-70.60952E-06,+3.96197608113E+00,+3.90836102749E+00
-70.56452E-06,+3.99220974071E+00,+3.91911555243E+00
-70.51952E-06,+4.03272984922E+00,+3.90836204777E+00
-70.47452E-06,+4.00249521372E+00,+3.91911453215E+00
-70.42952E-06,+3.96197608113E+00,+3.90836306805E+00
-70.38452E-06,+3.96197608113E+00,+3.95072346926E+00
-70.33952E-06,+3.93173998175E+00,+3.91911300173E+00
-70.29452E-06,+3.92145890039E+00,+3.87675362080E+00
-70.24952E-06,+3.96197608113E+00,+3.87675362080E+00
-70.20452E-06,+3.96197608113E+00,+3.90836561876E+00
-70.15952E-06,+3.96197608113E+00,+3.98233597735E+00
-70.11452E-06,+3.96197608113E+00,+3.99308029948E+00
-70.06952E-06,+3.99221510827E+00,+3.91910994088E+00
-70.02452E-06,+4.00249033412E+00,+3.90836765932E+00
-69.97952E-06,+3.96197608113E+00,+3.95072346926E+00
-69.93452E-06,+3.93173559011E+00,+3.91910841046E+00
-69.88952E-06,+3.89122231305E+00,+3.90836918974E+00
-69.84452E-06,+3.92146377999E+00,+3.95072346926E+00
-69.79952E-06,+3.99221803604E+00,+3.95072346926E+00
-69.75452E-06,+4.03272984922E+00,+3.95072346926E+00
-69.70952E-06,+4.03272984922E+00,+3.95072346926E+00
-69.66451E-06,+4.00248643044E+00,+3.91910534962E+00
-69.61951E-06,+3.96197608113E+00,+3.87675362080E+00
-69.57451E-06,+3.93173168643E+00,+3.90837276072E+00
-69.52951E-06,+3.92146719571E+00,+3.95072346926E+00
-69.48451E-06,+3.96197608113E+00,+3.95072346926E+00
-69.43951E-06,+3.96197608113E+00,+3.95072346926E+00
-69.39451E-06,+3.93172973459E+00,+3.91910228878E+00
-69.34951E-06,+3.95171598206E+00,+3.93999700204E+00
-69.30451E-06,+3.97223520428E+00,+3.99307111695E+00
-69.25951E-06,+3.92147012347E+00,+3.91910075836E+00
-69.21451E-06,+3.96197608113E+00,+3.90837684185E+00
-69.16951E-06,+3.93172729478E+00,+3.91909973808E+00
-69.12451E-06,+3.89122231305E+00,+3.90837786213E+00
-69.07951E-06,+3.92147207532E+00,+3.91909871779E+00
-69.03451E-06,+3.96197608113E+00,+3.90837888241E+00
-68.98951E-06,+3.93172534294E+00,+3.95072346926E+00
-68.94451E-06,+3.92147353920E+00,+3.91909718737E+00
-68.89951E-06,+3.96197608113E+00,+3.90838041283E+00
-68.85451E-06,+3.96197608113E+00,+3.91909616709E+00
-68.80951E-06,+3.99222877116E+00,+3.90838143311E+00
-68.76451E-06,+4.00247667123E+00,+3.95072346926E+00
-68.71951E-06,+3.96197608113E+00,+3.95072346926E+00
-68.67451E-06,+3.93172192722E+00,+3.91909412653E+00
-68.62951E-06,+3.92147695492E+00,+3.87675362080E+00
-68.58451E-06,+3.93172095130E+00,+3.90838398381E+00
-68.53951E-06,+3.92147793084E+00,+3.95072346926E+00
-68.49451E-06,+3.96197608113E+00,+3.95072346926E+00
-68.44951E-06,+3.96197608113E+00,+3.95072346926E+00
-68.40451E-06,+3.96197608113E+00,+3.95072346926E+00
-68.35951E-06,+3.93171851150E+00,+3.91909055555E+00
-68.31451E-06,+3.92148037064E+00,+3.90838704465E+00
-68.26951E-06,+3.96197608113E+00,+3.95072346926E+00
-68.22450E-06,+3.96197608113E+00,+3.95072346926E+00
-68.17950E-06,+3.96197608113E+00,+3.95072346926E+00
-68.13450E-06,+3.93171607170E+00,+3.95072346926E+00
-68.08950E-06,+3.92148281044E+00,+3.98235944381E+00
-68.04450E-06,+3.96197608113E+00,+3.99305683302E+00
-67.99950E-06,+3.93171460781E+00,+3.95072346926E+00
-67.95450E-06,+3.89122231305E+00,+3.95072346926E+00
-67.90950E-06,+3.92148476229E+00,+3.95072346926E+00
-67.86450E-06,+3.99223901833E+00,+3.95072346926E+00
-67.81950E-06,+4.00246642406E+00,+3.95072346926E+00
-67.77450E-06,+3.96197608113E+00,+3.95072346926E+00
-67.72950E-06,+3.96197608113E+00,+3.91908341358E+00
-67.68450E-06,+3.96197608113E+00,+3.90839418662E+00
-67.63950E-06,+3.96197608113E+00,+3.91908239330E+00
-67.59450E-06,+3.96197608113E+00,+3.87675362080E+00
-67.54950E-06,+3.93170972821E+00,+3.87675362080E+00
-67.50450E-06,+3.89122231305E+00,+3.90839622718E+00
-67.45950E-06,+3.92148964189E+00,+3.95072346926E+00
-67.41450E-06,+3.93170826433E+00,+3.91907984260E+00
-67.36950E-06,+3.95175892257E+00,+3.90839775760E+00
-67.32450E-06,+4.00246105650E+00,+3.95072346926E+00
-67.27950E-06,+3.93170680045E+00,+3.91907831218E+00
-67.23450E-06,+3.89122231305E+00,+3.87675362080E+00
-67.18950E-06,+3.92149256965E+00,+3.90839979816E+00
-67.14450E-06,+3.93170533657E+00,+3.95072346926E+00
-67.09950E-06,+3.92149354557E+00,+3.98237066690E+00
-67.05450E-06,+3.96197608113E+00,+3.99304560993E+00
-67.00950E-06,+3.93170387269E+00,+3.95072346926E+00
-66.96450E-06,+3.89122231305E+00,+3.91907474120E+00
-66.91950E-06,+3.92149549741E+00,+3.87675362080E+00
-66.87450E-06,+3.96197608113E+00,+3.90840336915E+00
-66.82950E-06,+3.99225024142E+00,+3.95072346926E+00
-66.78450E-06,+4.03272984922E+00,+3.95072346926E+00
-66.73949E-06,+4.00245471301E+00,+3.95072346926E+00
-66.69449E-06,+3.96197608113E+00,+3.95072346926E+00
-66.64949E-06,+3.96197608113E+00,+3.95072346926E+00
-66.60449E-06,+3.93169948104E+00,+3.95072346926E+00
-66.55949E-06,+3.89122231305E+00,+3.91907014993E+00
-66.51449E-06,+3.92149988906E+00,+3.90840745027E+00
-66.46949E-06,+3.93169801716E+00,+3.91906912965E+00
-66.42449E-06,+3.89122231305E+00,+3.87675362080E+00
-66.37949E-06,+3.92150135294E+00,+3.87675362080E+00
-66.33449E-06,+3.96197608113E+00,+3.87675362080E+00
-66.28949E-06,+3.96197608113E+00,+3.87675362080E+00
-66.24449E-06,+3.93169557736E+00,+3.90841051111E+00
-66.19949E-06,+3.92150330478E+00,+3.95072346926E+00
-66.15449E-06,+3.96197608113E+00,+3.91906555867E+00
-66.10949E-06,+3.96197608113E+00,+3.87675362080E+00
-66.06449E-06,+3.96197608113E+00,+3.90841255167E+00
-66.01949E-06,+3.99225902471E+00,+3.95072346926E+00
-65.97449E-06,+4.00244641768E+00,+3.98238342041E+00
-65.92949E-06,+3.96197608113E+00,+3.96137239513E+00
-65.88449E-06,+3.96197608113E+00,+3.87675362080E+00
-65.83949E-06,+3.93169118572E+00,+3.87675362080E+00
-65.79449E-06,+3.92150769642E+00,+3.90841561252E+00
-65.74949E-06,+3.93169020980E+00,+3.91906096740E+00
-65.70449E-06,+3.92150867234E+00,+3.90841663280E+00
-65.65949E-06,+3.93168923387E+00,+3.98238699139E+00
-65.61449E-06,+3.92150964827E+00,+3.96136525316E+00
-65.56949E-06,+3.93168825795E+00,+3.90841816322E+00
-65.52449E-06,+3.92151062419E+00,+3.95072346926E+00
-65.47949E-06,+3.93168728203E+00,+3.95072346926E+00
-65.43449E-06,+3.95180088717E+00,+3.95072346926E+00
-65.38949E-06,+4.00244007420E+00,+3.91905688628E+00
-65.34449E-06,+3.96197608113E+00,+3.90842071392E+00
-65.29948E-06,+3.93168533019E+00,+3.95072346926E+00
-65.25448E-06,+3.95180479085E+00,+3.95072346926E+00
-65.20948E-06,+3.97214639549E+00,+3.95072346926E+00
-65.16448E-06,+3.89122231305E+00,+3.95072346926E+00
-65.11948E-06,+3.92151501583E+00,+3.95072346926E+00
-65.07448E-06,+3.93168289039E+00,+3.95072346926E+00
-65.02948E-06,+3.95180967045E+00,+3.95072346926E+00
-64.98448E-06,+4.00243568256E+00,+3.91905229502E+00
-64.93948E-06,+3.99227073576E+00,+3.90842530518E+00
-64.89448E-06,+4.03272984922E+00,+3.95072346926E+00
-64.84948E-06,+3.97213858813E+00,+3.98239617392E+00
-64.80448E-06,+3.89122231305E+00,+3.99302010291E+00
-64.75948E-06,+3.89122231305E+00,+3.91904974432E+00
-64.71448E-06,+3.92151940747E+00,+3.90842785589E+00
-64.66948E-06,+3.93167849875E+00,+3.95072346926E+00
-64.62448E-06,+3.92152038339E+00,+3.98239872462E+00
-64.57948E-06,+3.96197608113E+00,+3.99301755221E+00
-64.53448E-06,+3.99227512740E+00,+3.95072346926E+00
-64.48948E-06,+4.00243031499E+00,+3.95072346926E+00
-64.44448E-06,+3.99227610332E+00,+3.95072346926E+00
-64.39948E-06,+3.97212882892E+00,+3.95072346926E+00
-64.35448E-06,+3.92152331116E+00,+3.91904515305E+00
-64.30948E-06,+3.93167459506E+00,+3.90843244715E+00
-64.26448E-06,+3.95182626111E+00,+3.95072346926E+00
-64.21948E-06,+4.00242738723E+00,+3.98240331588E+00
-64.17448E-06,+3.96197608113E+00,+3.96133260418E+00
-64.12948E-06,+3.93167264322E+00,+3.94011535462E+00
-64.08448E-06,+3.92152623892E+00,+3.99301194066E+00
-64.03948E-06,+3.96197608113E+00,+3.91904158207E+00
-63.99448E-06,+3.96197608113E+00,+3.87675362080E+00
-63.94948E-06,+3.96197608113E+00,+3.94011943574E+00
-63.90448E-06,+3.99228195885E+00,+3.96132648249E+00
-63.85947E-06,+4.00242348355E+00,+3.90843754855E+00
-63.81447E-06,+3.93166922750E+00,+3.95072346926E+00
-63.76947E-06,+3.92152965464E+00,+3.91903852123E+00
-63.72447E-06,+3.96197608113E+00,+3.90843907897E+00
-63.67947E-06,+3.96197608113E+00,+3.98240943757E+00
-63.63447E-06,+3.93166727566E+00,+3.92963388236E+00
-63.58947E-06,+3.89122231305E+00,+3.86615774953E+00
-63.54447E-06,+3.92153209444E+00,+3.91903597052E+00
-63.49947E-06,+3.93166581178E+00,+3.90844162968E+00
-63.45447E-06,+3.92153307036E+00,+3.95072346926E+00
-63.40947E-06,+3.99228732641E+00,+3.91903444010E+00
-63.36447E-06,+4.00241811598E+00,+3.90844316010E+00
-63.31947E-06,+3.96197608113E+00,+3.95072346926E+00
-63.27447E-06,+3.96197608113E+00,+3.91903290968E+00
-63.22947E-06,+3.99228927825E+00,+3.90844469052E+00
-63.18447E-06,+4.00241616414E+00,+3.95072346926E+00
-63.13947E-06,+3.93166190809E+00,+3.95072346926E+00
-63.09447E-06,+3.92153697405E+00,+3.98241606939E+00
-63.04947E-06,+3.96197608113E+00,+3.99300020743E+00
-63.00447E-06,+3.93166044421E+00,+3.98241708967E+00
-62.95947E-06,+3.92153843793E+00,+3.99299918715E+00
-62.91447E-06,+3.99229269397E+00,+3.91902882856E+00
-62.86947E-06,+4.00241274842E+00,+3.90844877164E+00
-62.82447E-06,+3.93165849237E+00,+3.91902780828E+00
-62.77947E-06,+3.92154038977E+00,+3.94014596304E+00
-62.73447E-06,+3.96197608113E+00,+3.99299663645E+00
-62.68947E-06,+3.99229513378E+00,+3.95072346926E+00
-62.64447E-06,+4.00241030862E+00,+3.95072346926E+00
-62.59947E-06,+3.96197608113E+00,+3.95072346926E+00
-62.55447E-06,+3.93165556461E+00,+3.95072346926E+00
-62.50947E-06,+3.92154331753E+00,+3.91902423730E+00
-62.46447E-06,+3.96197608113E+00,+3.90845336291E+00
-62.41946E-06,+3.93165410073E+00,+3.91902321701E+00
-62.37446E-06,+3.95186724978E+00,+3.87675362080E+00
-62.32946E-06,+4.00240689289E+00,+3.87675362080E+00
-62.28446E-06,+3.93165263685E+00,+3.90845540347E+00
-62.23946E-06,+3.95187017754E+00,+3.95072346926E+00
-62.19446E-06,+3.97208100880E+00,+3.95072346926E+00
-62.14946E-06,+3.89122231305E+00,+3.91902015617E+00
-62.10446E-06,+3.95187310530E+00,+3.90845744403E+00
-62.05946E-06,+4.00240396513E+00,+3.98242780262E+00
-62.01446E-06,+3.96197608113E+00,+4.02469331771E+00
-61.96946E-06,+3.93164922112E+00,+3.99298796406E+00
-61.92446E-06,+3.92154966102E+00,+3.91901760547E+00
-61.87946E-06,+3.96197608113E+00,+3.90845999473E+00
-61.83446E-06,+3.96197608113E+00,+3.95072346926E+00
-61.78946E-06,+3.93164726928E+00,+3.98243086347E+00
