Time [s],Channel 0,Channel 1
6.113307667,0,1
6.114306583,0,0
6.114307958,0,1
6.115306875,0,0
6.115308208,0,1
6.115566792,1,0
6.115567458,0,1
6.115568125,1,0
6.115568792,0,1
6.115569458,1,0
6.115570125,0,1
6.115570792,1,0
6.115572792,0,1
6.115573458,1,0
6.115574792,0,1
6.115576792,1,0
6.115578125,0,1
6.115579458,1,0
6.115580125,0,1
6.115580792,1,0
6.115581458,0,1
6.115582792,1,0
6.115583458,0,1
6.115584125,1,0
6.115584792,0,1
6.115585458,1,0
6.115587458,0,1
6.115588125,0,0
6.115589458,0,1
6.115592500,1,1
6.115592542,1,0
6.115593167,1,1
6.115593208,0,1
6.115593833,1,1
6.115593875,1,0
6.115594500,1,1
6.115594542,0,1
6.115595167,1,1
6.115595208,1,0
6.115595833,1,1
6.115595875,0,1
6.115596500,1,1
6.115596542,1,0
6.115597833,1,1
6.115597875,0,1
6.115599167,1,1
6.115599208,1,0
6.115601167,1,1
6.115601208,0,1
6.115602500,1,1
6.115602542,1,0
6.115603208,0,0
6.115604542,0,1
6.116306750,0,0
6.116308083,0,1
6.117307000,0,0
6.117308333,0,1
6.118307250,0,0
6.118308625,0,1
6.119306875,0,0
6.119308208,0,1
6.120307125,0,0
6.120308458,0,1
6.121307375,0,0
6.121308750,0,1
6.122307667,0,0
6.122309000,0,1
6.123307917,0,0
6.123309250,0,1
6.123567833,1,0
6.123568500,1,1
6.123568542,0,1
6.123569167,1,1
6.123569208,1,0
6.123569833,1,1
6.123569875,0,1
6.123570500,1,1
6.123570542,1,0
6.123571167,1,1
6.123571208,0,1
6.123571833,1,1
6.123571875,1,0
6.123573833,1,1
6.123573875,0,1
6.123574500,1,1
6.123574542,1,0
6.123575833,1,1
6.123575875,0,1
6.123577833,1,1
6.123577875,1,0
6.123579167,1,1
6.123579208,0,1
6.123580500,1,1
6.123580542,1,0
6.123581167,1,1
6.123581208,0,1
6.123581833,1,1
6.123581875,1,0
6.123582500,1,1
6.123582542,0,1
6.123583833,1,1
6.123583875,1,0
6.123584500,0,1
6.123585167,1,1
6.123585208,1,0
6.123585833,0,1
6.123586500,1,0
6.123588500,0,1
6.123589167,0,0
6.123590500,0,1
6.123593542,1,1
6.123593583,1,0
6.123594208,1,1
6.123594250,0,1
6.123594875,1,1
6.123594917,1,0
6.123595542,1,1
6.123595583,0,1
6.123596208,1,1
6.123596250,1,0
6.123596875,1,1
6.123596917,0,1
6.123597542,1,1
6.123597583,1,0
6.123598875,1,1
6.123598917,0,1
6.123600208,1,1
6.123600250,1,0
6.123602250,0,1
6.123603583,1,0
6.123604292,0,0
6.123605583,0,1
6.124307792,0,0
6.124309125,0,1
6.125308042,0,0
6.125309375,0,1
6.126307625,0,0
6.126309000,0,1
6.127307917,0,0
6.127309250,0,1
6.128308167,0,0
6.128309500,0,1
6.129308417,0,0
6.129309792,0,1
6.130308042,0,0
6.130309375,0,1
6.131308292,0,0
6.131309625,0,1
6.131568875,1,0
6.131569542,1,1
6.131569583,0,1
6.131570208,1,1
6.131570250,1,0
6.131570875,1,1
6.131570917,0,1
6.131571542,1,1
6.131571583,1,0
6.131572208,1,1
6.131572250,0,1
6.131572875,1,1
6.131572917,1,0
6.131574875,1,1
6.131574917,0,1
6.131575542,1,1
6.131575583,1,0
6.131576875,1,1
6.131576917,0,1
6.131578875,1,1
6.131578917,1,0
6.131580208,1,1
6.131580250,0,1
6.131581542,1,1
6.131581583,1,0
6.131582208,1,1
6.131582250,0,1
6.131582875,1,1
6.131582917,1,0
6.131583542,1,1
6.131583583,0,1
6.131584875,1,1
6.131584917,1,0
6.131585542,1,1
6.131585583,0,1
6.131586208,1,1
6.131586250,1,0
6.131586875,1,1
6.131586917,0,1
6.131587542,1,1
6.131587583,1,0
6.131589542,0,1
6.131590208,0,0
6.131591542,0,1
6.131594583,1,1
6.131594625,1,0
6.131595250,1,1
6.131595292,0,1
6.131595917,1,1
6.131595958,1,0
6.131596583,1,1
6.131596625,0,1
6.131597250,1,1
6.131597292,1,0
6.131597917,1,1
6.131597958,0,1
6.131598583,1,1
6.131598625,1,0
6.131599917,1,1
6.131599958,0,1
6.131601292,1,0
6.131603292,1,1
6.131603333,0,1
6.131604625,1,1
6.131604667,1,0
6.131605333,0,0
6.131606625,0,1
6.132308167,0,0
6.132309500,0,1
6.133308417,0,0
6.133309792,0,1
6.134308708,0,0
6.134310042,0,1
6.135308958,0,0
6.135310292,0,1
6.136308542,0,0
6.136309917,0,1
6.137308833,0,0
6.137310167,0,1
6.138309083,0,0
6.138310417,0,1
6.139309333,0,0
6.139310708,0,1
6.139569292,1,0
6.139569958,0,1
6.139570625,1,0
6.139571292,0,1
6.139571958,1,0
6.139572625,0,1
6.139573292,1,0
6.139575292,0,1
6.139575958,1,0
6.139577292,0,1
6.139579292,1,0
6.139580625,0,1
6.139581958,1,0
6.139582625,0,1
6.139583292,1,0
6.139583958,0,1
6.139585292,1,0
6.139585958,0,1
6.139586625,1,0
6.139587292,0,1
6.139587958,1,0
6.139589958,0,1
6.139590625,0,0
6.139591958,0,1
6.139594958,1,1
6.139595000,1,0
6.139595625,1,1
6.139595667,0,1
6.139596292,1,1
6.139596333,1,0
6.139596958,1,1
6.139597000,0,1
6.139597625,1,1
6.139597667,1,0
6.139598333,0,1
6.139599000,1,0
6.139600333,1,1
6.139600375,0,1
6.139601667,1,1
6.139601708,1,0
6.139603667,1,1
6.139603708,0,1
6.139605000,1,1
6.139605042,1,0
6.139605708,0,0
6.139607000,0,1
6.140309208,0,0
6.140310542,0,1
6.141309500,0,0
6.141310833,0,1
6.142309750,0,0
6.142311083,0,1
6.143309333,0,0
6.143310667,0,1
6.144309625,0,0
6.144310958,0,1
6.145309875,0,0
6.145311208,0,1
6.146310125,0,0
6.146311458,0,1
6.147309708,0,0
6.147311083,0,1
6.147570333,1,0
6.147571000,0,1
6.147571667,1,0
6.147572333,0,1
6.147573000,1,0
6.147573667,0,1
6.147574333,1,0
6.147576333,0,1
6.147577000,1,0
6.147578333,0,1
6.147580333,1,0
6.147581667,0,1
6.147583000,1,0
6.147583667,0,1
6.147584333,1,0
6.147585000,0,1
6.147586333,1,0
6.147587000,0,1
6.147587667,1,0
6.147588333,0,1
6.147589000,1,0
6.147591000,0,1
6.147591667,0,0
6.147593000,0,1
6.147596000,1,1
6.147596042,1,0
6.147596708,0,1
6.147597375,1,0
6.147598042,1,1
6.147598083,0,1
6.147598708,1,1
6.147598750,1,0
6.147599375,1,1
6.147599417,0,1
6.147600042,1,1
6.147600083,1,0
6.147601375,1,1
6.147601417,0,1
6.147602708,1,1
6.147602750,1,0
6.147604708,1,1
6.147604750,0,1
6.147606042,1,1
6.147606083,1,0
6.147606750,0,0
6.147608042,0,1
6.148310250,0,0
6.148311625,0,1
6.149310542,0,0
6.149311875,0,1
6.150310125,0,0
6.150311458,0,1
6.151310375,0,0
6.151311708,0,1
6.152310667,0,0
6.152312000,0,1
6.153310917,0,0
6.153312250,0,1
6.154310500,0,0
6.154311833,0,1
6.155310792,0,0
6.155312125,0,1
6.155571375,1,0
6.155572042,0,1
6.155572708,1,0
6.155573375,0,1
6.155574042,1,0
6.155574708,0,1
6.155575375,1,0
6.155577375,0,1
6.155578042,1,0
6.155579375,0,1
6.155581375,1,0
6.155582708,0,1
6.155584042,1,0
6.155584708,0,1
6.155585375,1,0
6.155586042,0,1
6.155587375,1,0
6.155588042,0,1
6.155588708,1,0
6.155589375,0,1
6.155590042,1,0
6.155592042,0,1
6.155592708,0,0
6.155594042,0,1
6.155597083,1,1
6.155597125,1,0
6.155597750,1,1
6.155597792,0,1
6.155598417,1,1
6.155598458,1,0
6.155599083,1,1
6.155599125,0,1
6.155599750,1,1
6.155599792,1,0
6.155600417,1,1
6.155600458,0,1
6.155601083,1,1
6.155601125,1,0
6.155602417,1,1
6.155602458,0,1
6.155603750,1,1
6.155603792,1,0
6.155605750,1,1
6.155605792,0,1
6.155607083,1,1
6.155607125,1,0
6.155607792,0,0
6.155609125,0,1
6.156310667,0,0
6.156312000,0,1
6.157310917,0,0
6.157312250,0,1
6.158311167,0,0
6.158312542,0,1
6.159311458,0,0
6.159312792,0,1
6.160311042,0,0
6.160312375,0,1
6.161311292,0,0
6.161312667,0,1
6.162311583,0,0
6.162312917,0,1
6.163311833,0,0
6.163313167,0,1
6.163571750,1,0
6.163572417,1,1
6.163572458,0,1
6.163573083,1,1
6.163573125,1,0
6.163573750,1,1
6.163573792,0,1
6.163574417,1,1
6.163574458,1,0
6.163575083,1,1
6.163575125,0,1
6.163575750,1,1
6.163575792,1,0
6.163577750,1,1
6.163577792,0,1
6.163578417,1,1
6.163578458,1,0
6.163579750,1,1
6.163579792,0,1
6.163581750,1,1
6.163581792,1,0
6.163583083,1,1
6.163583125,0,1
6.163584417,1,1
6.163584458,1,0
6.163585083,0,1
6.163585750,1,0
6.163586417,0,1
6.163587750,1,0
6.163588417,0,1
6.163589083,1,0
6.163589750,0,1
6.163590417,1,0
6.163592417,0,1
6.163593083,0,0
6.163594417,0,1
6.163597458,1,1
6.163597500,1,0
6.163598125,1,1
6.163598167,0,1
6.163598792,1,1
6.163598833,1,0
6.163599458,1,1
6.163599500,0,1
6.163600125,1,1
6.163600167,1,0
6.163600792,1,1
6.163600833,0,1
6.163601458,1,1
6.163601500,1,0
6.163602792,1,1
6.163602833,0,1
6.163604125,1,1
6.163604167,1,0
6.163606125,1,1
6.163606167,0,1
6.163607500,1,0
6.163608208,0,0
6.163609500,0,1
6.164311708,0,0
6.164313042,0,1
6.165311958,0,0
6.165313292,0,1
6.166312208,0,0
6.166313583,0,1
6.167311833,0,0
6.167313167,0,1
6.168312083,0,0
6.168313417,0,1
6.169312333,0,0
6.169313708,0,1
6.170312625,0,0
6.170313958,0,1
6.171312208,0,0
6.171313542,0,1
6.171572792,1,0
6.171573458,1,1
6.171573500,0,1
6.171574125,1,1
6.171574167,1,0
6.171574792,1,1
6.171574833,0,1
6.171575458,1,1
6.171575500,1,0
6.171576125,1,1
6.171576167,0,1
6.171576792,1,1
6.171576833,1,0
6.171578792,1,1
6.171578833,0,1
6.171579458,1,1
6.171579500,1,0
6.171580792,1,1
6.171580833,0,1
6.171582792,1,1
6.171582833,1,0
6.171584125,1,1
6.171584167,0,1
6.171585458,1,1
6.171585500,1,0
6.171586125,1,1
6.171586167,0,1
6.171586792,1,1
6.171586833,1,0
6.171587458,0,1
6.171588792,1,0
6.171589458,0,1
6.171590125,1,0
6.171590792,0,1
6.171591458,1,0
6.171593458,0,1
6.171594125,0,0
6.171595458,0,1
6.171598500,1,1
6.171598542,1,0
6.171599167,1,1
6.171599208,0,1
6.171599833,1,1
6.171599875,1,0
6.171600500,1,1
6.171600542,0,1
6.171601167,1,1
6.171601208,1,0
6.171601833,1,1
6.171601875,0,1
6.171602500,1,1
6.171602542,1,0
6.171603875,0,1
6.171605208,1,0
6.171607208,1,1
6.171607250,0,1
6.171608542,1,1
6.171608583,1,0
6.171609250,0,0
6.171610542,0,1
6.172312750,0,0
6.172314083,0,1
6.173312333,0,0
6.173313708,0,1
6.174312625,0,0
6.174313958,0,1
6.175312875,0,0
6.175314208,0,1
6.176313125,0,0
6.176314500,0,1
6.177312750,0,0
6.177314083,0,1
6.178313000,0,0
6.178314333,0,1
6.179313250,0,0
6.179314625,0,1
6.179573167,1,1
6.179573208,1,0
6.179573875,0,1
6.179574542,1,0
6.179575208,0,1
6.179575875,1,0
6.179576542,0,1
6.179577208,1,0
6.179579208,0,1
6.179579875,1,0
6.179581208,0,1
6.179583208,1,0
6.179584542,0,1
6.179585875,1,0
6.179586542,0,1
6.179587208,1,0
6.179587875,0,1
6.179589208,1,0
6.179589875,0,1
6.179590542,1,0
6.179591208,0,1
6.179591875,1,0
6.179593875,0,1
6.179594542,0,0
6.179595875,0,1
6.179598875,1,1
6.179598917,1,0
6.179599542,1,1
6.179599583,0,1
6.179600208,1,1
6.179600250,1,0
6.179600875,1,1
6.179600917,0,1
6.179601542,1,1
6.179601583,1,0
6.179602250,0,1
6.179602917,1,0
6.179604250,1,1
6.179604292,0,1
6.179605583,1,1
6.179605625,1,0
6.179607583,1,1
6.179607625,0,1
6.179608917,1,1
6.179608958,1,0
6.179609625,0,0
6.179610917,0,1
6.180313125,0,0
6.180314458,0,1
6.181313375,0,0
6.181314750,0,1
6.182313667,0,0
6.182315000,0,1
6.183313917,0,0
6.183315250,0,1
6.184313500,0,0
6.184314875,0,1
6.185313792,0,0
6.185315125,0,1
6.186314042,0,0
6.186315375,0,1
6.187314292,0,0
6.187315667,0,1
6.187574208,1,1
6.187574250,1,0
6.187574917,0,1
6.187575583,1,0
6.187576250,0,1
6.187576917,1,0
6.187577583,0,1
6.187578250,1,0
6.187580250,0,1
6.187580917,1,0
6.187582250,0,1
6.187584250,1,0
6.187585583,0,1
6.187586917,1,0
6.187587583,0,1
6.187588250,1,0
6.187588917,0,1
6.187590250,1,0
6.187590917,0,1
6.187591583,1,0
6.187592250,0,1
6.187592917,1,0
6.187594917,0,1
6.187595583,0,0
6.187596917,0,1
6.187599917,1,1
6.187599958,1,0
6.187600625,1,1
6.187600667,0,1
6.187601292,1,1
6.187601333,1,0
6.187601958,1,1
6.187602000,0,1
6.187602625,1,1
6.187602667,1,0
6.187603292,1,1
6.187603333,0,1
6.187603958,1,1
6.187604000,1,0
6.187605292,1,1
6.187605333,0,1
6.187606625,1,1
6.187606667,1,0
6.187608625,1,1
6.187608667,0,1
6.187609958,1,1
6.187610000,1,0
6.187610667,0,0
6.187611958,0,1
6.188314208,0,0
6.188315542,0,1
6.189314458,0,0
6.189315792,0,1
6.190314708,0,0
6.190316083,0,1
6.191314333,0,0
6.191315667,0,1
6.192314583,0,0
6.192315917,0,1
6.193314833,0,0
6.193316208,0,1
6.194315125,0,0
6.194316458,0,1
6.195314708,0,0
6.195316042,0,1
6.195575292,1,0
6.195575958,1,1
6.195576000,0,1
6.195576625,1,1
6.195576667,1,0
6.195577292,1,1
6.195577333,0,1
6.195577958,1,1
6.195578000,1,0
6.195578625,1,1
6.195578667,0,1
6.195579292,1,1
6.195579333,1,0
6.195581292,0,1
6.195581958,1,0
6.195583292,0,1
6.195585292,1,0
6.195586625,0,1
6.195587958,1,0
6.195588625,0,1
6.195589292,1,0
6.195589958,0,1
6.195591292,1,0
6.195591958,0,1
6.195592625,1,0
6.195593292,0,1
6.195593958,1,0
6.195595958,0,1
6.195596625,0,0
6.195597958,0,1
6.195601000,1,1
6.195601042,1,0
6.195601667,1,1
6.195601708,0,1
6.195602333,1,1
6.195602375,1,0
6.195603000,1,1
6.195603042,0,1
6.195603667,1,1
6.195603708,1,0
6.195604333,1,1
6.195604375,0,1
6.195605000,1,1
6.195605042,1,0
6.195606333,1,1
6.195606375,0,1
6.195607667,1,1
6.195607708,1,0
6.195609667,1,1
6.195609708,0,1
6.195611000,1,1
6.195611042,1,0
6.195611708,0,0
6.195613042,0,1
6.196315250,0,0
6.196316583,0,1
6.197314833,0,0
6.197316167,0,1
6.198315083,0,0
6.198316458,0,1
6.199315375,0,0
6.199316708,0,1
6.200315625,0,0
6.200316958,0,1
6.201315208,0,0
6.201316583,0,1
6.202315500,0,0
6.202316833,0,1
6.203315750,0,0
6.203317083,0,1
6.203576333,1,0
6.203577000,1,1
6.203577042,0,1
6.203577667,1,1
6.203577708,1,0
6.203578333,1,1
6.203578375,0,1
6.203579000,1,1
6.203579042,1,0
6.203579667,1,1
6.203579708,0,1
6.203580333,1,1
6.203580375,1,0
6.203582333,1,1
6.203582375,0,1
6.203583000,1,1
6.203583042,1,0
6.203584333,0,1
6.203586333,1,0
6.203587667,0,1
6.203589000,1,0
6.203589667,0,1
6.203590333,1,0
6.203591000,0,1
6.203592333,1,0
6.203593000,0,1
6.203593667,1,0
6.203594333,0,1
6.203595000,1,0
6.203597000,0,1
6.203597667,0,0
6.203599000,0,1
6.203602042,1,1
6.203602083,1,0
6.203602708,1,1
6.203602750,0,1
6.203603375,1,1
6.203603417,1,0
6.203604042,1,1
6.203604083,0,1
6.203604708,1,1
6.203604750,1,0
6.203605375,1,1
6.203605417,0,1
6.203606042,1,1
6.203606083,1,0
6.203607375,1,1
6.203607417,0,1
6.203608708,1,1
6.203608750,1,0
6.203610750,0,1
6.203612083,1,0
6.203612792,0,0
6.203614083,0,1
6.204315625,0,0
6.204316958,0,1
6.205315875,0,0
6.205317208,0,1
6.206316125,0,0
6.206317500,0,1
6.207316417,0,0
6.207317750,0,1
6.208316000,0,0
6.208317333,0,1
6.209316250,0,0
6.209317625,0,1
6.210316542,0,0
6.210317875,0,1
6.211316792,0,0
6.211318125,0,1
6.211576708,1,0
6.211577375,1,1
6.211577417,0,1
6.211578042,1,1
6.211578083,1,0
6.211578708,1,1
6.211578750,0,1
6.211579375,1,1
6.211579417,1,0
6.211580042,1,1
6.211580083,0,1
6.211580708,1,1
6.211580750,1,0
6.211582708,1,1
6.211582750,0,1
6.211583375,1,1
6.211583417,1,0
6.211584708,1,1
6.211584750,0,1
6.211586708,1,1
6.211586750,1,0
6.211588042,0,1
6.211589375,1,0
6.211590042,0,1
6.211590708,1,0
6.211591375,0,1
6.211592708,1,0
6.211593375,0,1
6.211594042,1,0
6.211594708,0,1
6.211595375,1,0
6.211597375,0,1
6.211598042,0,0
6.211599375,0,1
6.211602417,1,1
6.211602458,1,0
6.211603083,1,1
6.211603125,0,1
6.211603750,1,1
6.211603792,1,0
6.211604417,1,1
6.211604458,0,1
6.211605083,1,1
6.211605125,1,0
6.211605750,1,1
6.211605792,0,1
6.211606417,1,1
6.211606458,1,0
6.211609125,0,1
6.211610458,1,1
6.211610500,1,0
6.211611125,1,1
6.211611167,0,1
6.211612458,1,1
6.211612500,1,0
6.211613125,1,1
6.211613167,0,1
6.211613792,1,1
6.211613833,1,0
6.211614458,1,1
6.211614500,0,1
6.211615125,1,1
6.211615167,1,0
6.211615792,1,1
6.211615833,0,1
6.211616458,1,1
6.211616500,1,0
6.211617125,1,1
6.211617167,0,1
6.211617792,1,1
6.211617833,1,0
6.211618458,1,1
6.211618500,0,1
6.211619125,1,1
6.211619167,1,0
6.211619792,1,1
6.211619833,0,1
6.211620458,1,1
6.211620500,1,0
6.211621125,1,1
6.211621167,0,1
6.211621792,1,1
6.211621833,1,0
6.211622458,1,1
6.211622500,0,1
6.211623125,1,1
6.211623167,1,0
6.211623792,1,1
6.211623833,0,1
6.211624458,1,1
6.211624500,1,0
6.211625167,0,1
6.211625792,1,1
6.211625833,1,0
6.211626500,1,1
6.211626542,0,1
6.211627167,1,1
6.211627208,1,0
6.211627833,1,1
6.211627875,0,1
6.211628500,1,1
6.211628542,1,0
6.211629167,1,1
6.211629208,0,1
6.211629833,1,1
6.211629875,1,0
6.211630500,1,1
6.211630542,0,1
6.211631167,1,1
6.211631208,1,0
6.211631833,1,1
6.211631875,0,1
6.211632500,1,1
6.211632542,1,0
6.211633167,1,1
6.211633208,0,1
6.211633833,1,1
6.211633875,1,0
6.211634500,1,1
6.211634542,0,1
6.211635167,1,1
6.211635208,1,0
6.211635833,1,1
6.211635875,0,1
6.211636500,1,1
6.211636542,1,0
6.211637167,1,1
6.211637208,0,1
6.211637833,1,1
6.211637875,1,0
6.211638500,1,1
6.211638542,0,1
6.211639167,1,1
6.211639208,1,0
6.211639833,1,1
6.211639875,0,1
6.211640500,1,1
6.211640542,1,0
6.211641208,0,1
6.211641875,1,0
6.211642542,1,1
6.211642583,0,1
6.211643208,1,1
6.211643250,1,0
6.211643875,1,1
6.211643917,0,1
6.211644542,1,1
6.211644583,1,0
6.211645208,1,1
6.211645250,0,1
6.211645875,1,1
6.211645917,1,0
6.211646542,1,1
6.211646583,0,1
6.211647208,1,1
6.211647250,1,0
6.211647875,1,1
6.211647917,0,1
6.211648542,1,1
6.211648583,1,0
6.211649208,1,1
6.211649250,0,1
6.211649875,1,1
6.211649917,1,0
6.211650542,1,1
6.211650583,0,1
6.211651208,1,1
6.211651250,1,0
6.211651875,1,1
6.211651917,0,1
6.211652542,1,1
6.211652583,1,0
6.211653208,1,1
6.211653250,0,1
6.211653875,1,1
6.211653917,1,0
6.211654542,1,1
6.211654583,0,1
6.211655208,1,1
6.211655250,1,0
6.211659917,1,1
6.211659958,0,1
6.211660583,1,1
6.211660625,1,0
6.211661917,1,1
6.211661958,0,1
6.211662583,1,1
6.211662625,1,0
6.211663917,1,1
6.211663958,0,1
6.211667292,0,0
6.211668583,0,1
6.211670458,1,0
6.211671125,0,1
6.211671792,1,0
6.211672458,0,1
6.211673125,1,0
6.211673792,0,1
6.211674458,1,0
6.211675792,0,1
6.211677125,1,0
6.211677792,0,1
6.211679125,1,0
6.211681125,0,0
6.211682458,0,1
6.212316875,0,0
6.212318208,0,1
6.213316458,0,0
6.213317792,0,1
6.214316750,0,0
6.214318083,0,1
6.215317000,0,0
6.215318333,0,1
6.216317250,0,0
6.216318583,0,1
6.217316875,0,0
6.217318208,0,1
6.218317125,0,0
6.218318458,0,1
6.219317375,0,0
6.219318708,0,1
6.219577958,1,0
6.219578667,0,1
6.219579333,1,0
6.219580000,0,1
6.219580667,1,0
6.219581333,0,1
6.219582000,1,0
6.219584000,0,1
6.219584667,1,0
6.219585958,1,1
6.219586000,0,1
6.219588000,1,0
6.219589292,1,1
6.219589333,0,1
6.219590625,1,1
6.219590667,1,0
6.219591292,1,1
6.219591333,0,1
6.219591958,1,1
6.219592000,1,0
6.219592625,1,1
6.219592667,0,1
6.219593958,1,1
6.219594000,1,0
6.219594625,1,1
6.219594667,0,1
6.219595292,1,1
6.219595333,1,0
6.219595958,1,1
6.219596000,0,1
6.219596625,1,1
6.219596667,1,0
6.219598625,1,1
6.219598667,0,1
6.219599333,0,0
6.219600625,0,1
6.219603792,1,1
6.219603833,1,0
6.219604458,1,1
6.219604500,0,1
6.219605125,1,1
6.219605167,1,0
6.219605833,0,1
6.219606458,1,1
6.219606500,1,0
6.219607167,0,1
6.219607833,1,1
6.219607875,1,0
6.219609167,1,1
6.219609208,0,1
6.219610500,1,1
6.219610542,1,0
6.219612500,1,1
6.219612542,0,1
6.219613833,1,1
6.219613875,1,0
6.219614542,0,0
6.219615833,0,1
6.220317375,0,0
6.220318708,0,1
6.221317625,0,0
6.221319000,0,1
6.222317917,0,0
6.222319250,0,1
6.223317500,0,0
6.223318833,0,1
6.224317750,0,0
6.224319125,0,1
6.225318042,0,0
6.225319375,0,1
6.226318292,0,0
6.226319625,0,1
6.227317875,0,0
6.227319250,0,1
6.227578458,1,1
6.227578500,1,0
6.227579167,0,1
6.227579833,1,0
6.227580500,0,1
6.227581167,1,0
6.227581833,0,1
6.227582500,1,0
6.227584500,0,1
6.227585167,1,0
6.227586500,0,1
6.227588500,1,0
6.227589833,0,1
6.227591167,1,0
6.227591833,0,1
6.227592500,1,0
6.227593167,0,1
6.227594500,1,0
6.227595167,0,1
6.227595833,1,0
6.227596500,0,1
6.227597167,1,0
6.227599167,0,1
6.227599833,0,0
6.227601167,0,1
6.227604167,1,1
6.227604208,1,0
6.227604875,0,1
6.227605542,1,0
6.227606208,1,1
6.227606250,0,1
6.227606875,1,1
6.227606917,1,0
6.227607542,1,1
6.227607583,0,1
6.227608208,1,1
6.227608250,1,0
6.227609542,1,1
6.227609583,0,1
6.227610875,1,1
6.227610917,1,0
6.227612875,1,1
6.227612917,0,1
6.227614208,1,1
6.227614250,1,0
6.227614917,0,0
6.227616208,0,1
6.228318458,0,0
6.228319792,0,1
6.229318042,0,0
6.229319375,0,1
6.230318292,0,0
6.230319625,0,1
6.231318583,0,0
6.231319917,0,1
6.232318833,0,0
6.232320167,0,1
6.233319083,0,0
6.233320417,0,1
6.234318708,0,0
6.234320042,0,1
6.235318958,0,0
6.235320292,0,1
6.235578875,1,0
6.235579542,0,1
6.235580208,1,1
6.235580250,1,0
6.235580875,0,1
6.235581542,1,0
6.235582208,0,1
6.235582875,1,0
6.235584875,0,1
6.235585542,1,0
6.235586875,0,1
6.235588875,1,0
6.235590208,0,1
6.235591542,1,0
6.235592208,0,1
6.235592875,1,0
6.235593542,0,1
6.235594875,1,0
6.235595542,0,1
6.235596208,1,0
6.235596875,0,1
6.235597542,1,0
6.235599542,0,1
6.235600208,0,0
6.235601542,0,1
6.235604583,1,1
6.235604625,1,0
6.235605250,1,1
6.235605292,0,1
6.235605917,1,1
6.235605958,1,0
6.235606583,1,1
6.235606625,0,1
6.235607250,1,1
6.235607292,1,0
6.235607917,1,1
6.235607958,0,1
6.235608583,1,1
6.235608625,1,0
6.235609917,1,1
6.235609958,0,1
6.235611250,1,1
6.235611292,1,0
6.235613250,1,1
6.235613292,0,1
6.235614583,1,1
6.235614625,1,0
6.235615292,0,0
6.235616625,0,1
6.236318833,0,0
6.236320167,0,1
6.237319083,0,0
6.237320417,0,1
6.238319333,0,0
6.238320708,0,1
6.239319625,0,0
6.239320958,0,1
6.240319208,0,0
6.240320542,0,1
6.241319458,0,0
6.241320792,0,1
6.242319750,0,0
6.242321083,0,1
6.243320000,0,0
6.243321333,0,1
6.243579917,1,0
6.243580583,1,1
6.243580625,0,1
6.243581250,1,1
6.243581292,1,0
6.243581917,1,1
6.243581958,0,1
6.243582583,1,1
6.243582625,1,0
6.243583250,0,1
6.243583917,1,1
6.243583958,1,0
6.243585917,0,1
6.243586583,1,0
6.243587917,0,1
6.243589917,1,0
6.243591250,0,1
6.243592583,1,0
6.243593250,0,1
6.243593917,1,0
6.243594583,0,1
6.243595917,1,0
6.243596583,0,1
6.243597250,1,0
6.243597917,0,1
6.243598583,1,0
6.243600583,0,1
6.243601250,0,0
6.243602583,0,1
6.243605625,1,1
6.243605667,1,0
6.243606292,1,1
6.243606333,0,1
6.243606958,1,1
6.243607000,1,0
6.243607625,1,1
6.243607667,0,1
6.243608292,1,1
6.243608333,1,0
6.243608958,1,1
6.243609000,0,1
6.243609625,1,1
6.243609667,1,0
6.243610958,1,1
6.243611000,0,1
6.243612292,1,1
6.243612333,1,0
6.243614292,1,1
6.243614333,0,1
6.243615625,1,1
6.243615667,1,0
6.243616375,0,0
6.243617667,0,1
6.244319875,0,0
6.244321208,0,1
6.245320125,0,0
6.245321458,0,1
6.246320375,0,0
6.246321750,0,1
6.247320000,0,0
6.247321333,0,1
6.248320250,0,0
6.248321583,0,1
6.249320500,0,0
6.249321875,0,1
6.250320792,0,0
6.250322125,0,1
6.251320375,0,0
6.251321708,0,1
6.251580958,1,0
6.251581625,1,1
6.251581667,0,1
6.251582292,1,1
6.251582333,1,0
6.251582958,1,1
6.251583000,0,1
6.251583625,1,1
6.251583667,1,0
6.251584292,1,1
6.251584333,0,1
6.251584958,1,1
6.251585000,1,0
6.251586958,0,1
6.251587625,1,1
6.251587667,1,0
6.251588958,0,1
6.251590958,1,0
6.251592292,0,1
6.251593625,1,0
6.251594292,0,1
6.251594958,1,0
6.251595625,0,1
6.251596958,1,0
6.251597625,0,1
6.251598292,1,0
6.251598958,0,1
6.251599625,1,0
6.251601625,0,1
6.251602292,0,0
6.251603625,0,1
6.251606667,1,1
6.251606708,1,0
6.251607333,1,1
6.251607375,0,1
6.251608000,1,1
6.251608042,1,0
6.251608667,1,1
6.251608708,0,1
6.251609333,1,1
6.251609375,1,0
6.251610000,1,1
6.251610042,0,1
6.251610667,1,1
6.251610708,1,0
6.251612000,1,1
6.251612042,0,1
6.251613333,1,1
6.251613375,1,0
6.251615375,1,1
6.251615417,0,1
6.251616708,1,1
6.251616750,1,0
6.251617417,0,0
6.251618708,0,1
6.252320917,0,0
6.252322250,0,1
6.253320500,0,0
6.253321875,0,1
6.254320792,0,0
6.254322125,0,1
6.255321042,0,0
6.255322375,0,1
6.256321292,0,0
6.256322667,0,1
6.257320917,0,0
6.257322250,0,1
6.258321167,0,0
