Level	Date and Time	Source	Event ID	Task Category
Information	15-11-2021 07:53:44	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 7 keys and creating 1 modified pages.
Warning	15-11-2021 07:53:42	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	15-11-2021 07:53:35	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 13 keys and creating 4 modified pages.
Information	15-11-2021 07:53:22	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	15-11-2021 07:53:06	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎15T02:09:46.061928700Z
Wake Time: ‎2021‎-‎11‎-‎15T02:23:03.677940100Z

Wake Source: Power Button"
Error	15-11-2021 07:53:06	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	15-11-2021 07:53:03	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 63 to 65.

Reason: 12"
Warning	15-11-2021 07:53:03	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	15-11-2021 07:53:03	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 62 to 63.

Reason: 12"
Information	15-11-2021 07:53:02	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 37722364, SuspendEnd: 37722365
Information	15-11-2021 07:53:02	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1033, AverageResume: 1033
Information	15-11-2021 07:53:02	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎15T02:23:02.500000000Z from ‎2021‎-‎11‎-‎15T02:10:01.093101800Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎15T07:53:02.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	15-11-2021 07:40:01	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	15-11-2021 07:39:56	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	15-11-2021 07:39:47	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 60 to 62.

Reason: 12"
Information	15-11-2021 07:39:27	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 59 to 60.

Reason: 12"
Warning	15-11-2021 07:34:59	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	15-11-2021 07:34:27	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T18:13:09.942397400Z
Wake Time: ‎2021‎-‎11‎-‎15T02:04:21.210645900Z

Wake Source: Unknown"
Warning	15-11-2021 07:34:21	Microsoft-Windows-Time-Service	134	None	NtpClient was unable to set a manual peer to use as a time source because of DNS resolution error on 'time.windows.com,0x9'. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: No such host is known. (0x80072AF9)
Information	15-11-2021 07:34:21	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 57 to 59.

Reason: 12"
Information	15-11-2021 07:34:21	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 56 to 57.

Reason: 12"
Information	15-11-2021 07:34:21	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	15-11-2021 07:34:21	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	15-11-2021 07:34:21	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Error	15-11-2021 07:34:24	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	15-11-2021 07:34:19	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎15T02:04:19.500000000Z from ‎2021‎-‎11‎-‎14T18:13:44.013521000Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎15T07:34:19.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 23:43:44	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 23:43:20	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Application API"
Information	14-11-2021 23:43:11	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 55 to 56.

Reason: 12"
Information	14-11-2021 23:43:09	Microsoft-Windows-Kernel-Power	187	(243)	User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information	14-11-2021 23:43:07	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	14-11-2021 23:43:07	User32	1074	None	"The process C:\WINDOWS\system32\winlogon.exe (LAPTOP-7EVMU4TQ) has initiated the power off of computer LAPTOP-7EVMU4TQ on behalf of user NT AUTHORITY\SYSTEM for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Information	14-11-2021 23:43:00	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	14-11-2021 23:42:54	User32	1074	None	"The process Explorer.EXE has initiated the power off of computer LAPTOP-7EVMU4TQ on behalf of user LAPTOP-7EVMU4TQ\mahendra for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Warning	14-11-2021 23:39:15	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	14-11-2021 23:30:15	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 53 to 55.

Reason: 12"
Information	14-11-2021 23:27:07	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 52 to 53.

Reason: 12"
Warning	14-11-2021 23:11:27	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	14-11-2021 22:59:23	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 22:56:33	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 50 to 52.

Reason: 12"
Information	14-11-2021 22:54:40	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 49 to 50.

Reason: 12"
Warning	14-11-2021 22:33:34	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name nexusrules.officeapps.live.com timed out after none of the configured DNS servers responded. Client PID 5880.
Warning	14-11-2021 22:33:26	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name southeastasia-prod-2.notifications.teams.microsoft.com timed out after none of the configured DNS servers responded. Client PID 16720.
Error	14-11-2021 22:32:49	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	14-11-2021 22:32:35	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	14-11-2021 22:32:27	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name inference.location.live.net timed out after none of the configured DNS servers responded. Client PID 2408.
Warning	14-11-2021 22:32:07	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name client.wns.windows.com timed out after none of the configured DNS servers responded. Client PID 4900.
Error	14-11-2021 22:32:04	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	14-11-2021 22:31:56	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name mozilla.cloudflare-dns.com timed out after none of the configured DNS servers responded. Client PID 14156.
Warning	14-11-2021 22:31:34	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name chrome.cloudflare-dns.com timed out after none of the configured DNS servers responded. Client PID 9808.
Error	14-11-2021 22:31:22	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	14-11-2021 22:30:55	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	14-11-2021 22:30:49	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name chrome.cloudflare-dns.com timed out after none of the configured DNS servers responded. Client PID 9808.
Warning	14-11-2021 22:30:30	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name google.ru timed out after none of the configured DNS servers responded. Client PID 14156.
Error	14-11-2021 22:30:21	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 22:30:19	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.BingWeather_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 2 keys and creating 1 modified pages.
Warning	14-11-2021 21:57:55	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name chrome.cloudflare-dns.com timed out after none of the configured DNS servers responded. Client PID 9808.
Warning	14-11-2021 21:19:09	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name trouter2-azsc-krce-2-a.trouter.teams.microsoft.com timed out after none of the configured DNS servers responded. Client PID 2884.
Information	14-11-2021 21:11:36	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T15:04:24.016684300Z
Wake Time: ‎2021‎-‎11‎-‎14T15:41:27.958676500Z

Wake Source: Device -Intel(R) USB 3.1 eXtensible Host Controller - 1.10 (Microsoft)"
Error	14-11-2021 21:11:32	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	14-11-2021 21:11:30	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 21:11:27	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 47 to 49.

Reason: 12"
Information	14-11-2021 21:11:26	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 46 to 47.

Reason: 12"
Information	14-11-2021 21:11:25	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 28223903, SuspendEnd: 28223904
Information	14-11-2021 21:11:25	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 4, FullResume: 1030, AverageResume: 1033
Information	14-11-2021 21:11:25	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T15:41:25.500000000Z from ‎2021‎-‎11‎-‎14T15:04:38.927036500Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T21:11:25.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 20:34:38	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 20:34:34	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 20:34:25	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 44 to 46.

Reason: 12"
Information	14-11-2021 20:24:06	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 43 to 44.

Reason: 12"
Warning	14-11-2021 20:08:04	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name firebaseremoteconfig.googleapis.com timed out after none of the configured DNS servers responded. Client PID 14156.
Error	14-11-2021 20:07:59	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	14-11-2021 20:07:56	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name mozilla.cloudflare-dns.com timed out after none of the configured DNS servers responded. Client PID 14156.
Information	14-11-2021 20:05:55	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 20:02:46	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 20:02:33	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 20:02:27	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 20:02:26	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 20:01:13	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Warning	14-11-2021 19:58:37	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name v10.events.data.microsoft.com timed out after none of the configured DNS servers responded. Client PID 4780.
Information	14-11-2021 19:36:43	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 19:36:36	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 19:36:32	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 19:34:19	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Error	14-11-2021 19:15:27	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	14-11-2021 19:15:22	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name trouter2-azsc-krce-2-a.trouter.teams.microsoft.com timed out after none of the configured DNS servers responded. Client PID 14812.
Information	14-11-2021 18:17:40	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	14-11-2021 18:14:54	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Warning	14-11-2021 18:13:04	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	14-11-2021 17:36:11	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:33:59	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	14-11-2021 17:33:54	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T12:03:07.858368600Z
Wake Time: ‎2021‎-‎11‎-‎14T12:03:44.939024700Z

Wake Source: Power Button"
Error	14-11-2021 17:33:48	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	14-11-2021 17:33:47	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 17:33:43	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 41 to 43.

Reason: 12"
Information	14-11-2021 17:33:43	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 40 to 41.

Reason: 12"
Information	14-11-2021 17:33:42	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 17371442, SuspendEnd: 17371444
Information	14-11-2021 17:33:42	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 3, FullResume: 1039, AverageResume: 1035
Information	14-11-2021 17:33:42	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T12:03:42.500000000Z from ‎2021‎-‎11‎-‎14T12:03:26.344932600Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T17:33:42.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 17:33:26	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 17:33:21	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 17:33:10	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 38 to 40.

Reason: 12"
Information	14-11-2021 17:32:27	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 17:32:27	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:31:01	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	14-11-2021 17:28:57	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	14-11-2021 17:27:54	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	14-11-2021 17:26:49	Service Control Manager	7045	None	"A service was installed in the system.

Service Name:  MpKsl20cae75e
Service File Name:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{0A9F13F3-65E1-420A-A81B-D12EC2924478}\MpKslDrv.sys
Service Type:  kernel mode driver
Service Start Type:  demand start
Service Account:  "
Information	14-11-2021 17:23:38	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 37 to 38.

Reason: 12"
Information	14-11-2021 17:23:05	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 17:23:05	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:22:50	Microsoft-Windows-Ntfs	98	None	Volume Windows (\Device\HarddiskVolumeShadowCopy10) is healthy.  No action is needed.
Information	14-11-2021 17:22:46	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 17:21:42	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:20:25	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 17:20:16	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:20:10	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Warning	14-11-2021 17:13:09	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	14-11-2021 17:12:14	Microsoft-Windows-Ntfs	98	None	Volume Windows (\Device\HarddiskVolumeShadowCopy9) is healthy.  No action is needed.
Error	14-11-2021 17:11:43	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 17:10:50	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	14-11-2021 17:10:46	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:07:17	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 17:07:05	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 17:06:54	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Information	14-11-2021 16:53:46	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Error	14-11-2021 16:40:38	Service Control Manager	7009	None	A timeout was reached (30000 milliseconds) while waiting for the Intel(R) SUR QC Software Asset Manager service to connect.
Information	14-11-2021 16:38:38	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	14-11-2021 16:37:06	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from auto start to demand start.
Information	14-11-2021 16:36:31	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	14-11-2021 16:36:26	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123).
Information	14-11-2021 16:36:26	Microsoft-Windows-Time-Service	158	None	The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information	14-11-2021 16:36:25	Service Control Manager	7040	None	The start type of the Windows Modules Installer service was changed from demand start to auto start.
Error	14-11-2021 16:34:31	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	14-11-2021 16:34:25	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 16:25:19	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T08:12:06.979747100Z
Wake Time: ‎2021‎-‎11‎-‎14T10:55:15.865378300Z

Wake Source: Power Button"
Error	14-11-2021 16:25:19	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 16:25:15	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 35 to 37.

Reason: 12"
Information	14-11-2021 16:25:15	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 34 to 35.

Reason: 12"
Information	14-11-2021 16:25:14	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 13281080, SuspendEnd: 13281081
Information	14-11-2021 16:25:14	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 1034, AverageResume: 1033
Information	14-11-2021 16:25:14	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T10:55:14.500000000Z from ‎2021‎-‎11‎-‎14T08:12:13.623179200Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T16:25:14.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	14-11-2021 13:42:13	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	14-11-2021 13:42:09	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	14-11-2021 13:42:07	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 32 to 34.

Reason: 12"
Information	14-11-2021 13:22:50	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 31 to 32.

Reason: 12"
Information	14-11-2021 13:21:53	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎11‎-‎14T07:29:04.270122200Z
Wake Time: ‎2021‎-‎11‎-‎14T07:51:49.819449300Z

Wake Source: Power Button"
Error	14-11-2021 13:21:52	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	14-11-2021 13:21:49	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 29 to 31.

Reason: 12"
Information	14-11-2021 13:21:49	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 28 to 29.

Reason: 12"
Information	14-11-2021 13:21:47	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 12055400, SuspendEnd: 12055401
Information	14-11-2021 13:21:47	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1031, AverageResume: 1031
Information	14-11-2021 13:21:47	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎11‎-‎14T07:51:47.500000000Z from ‎2021‎-‎11‎-‎14T07:29:14.774607000Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎11‎-‎14T13:21:47.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
